file,GILS_cost,DBMEA_cost,GRASP_cost,GILS_time,DBMEA_time,GRASP_time,min_method,n,m,ratio1,ratio2,density,avg_clustering,mst_size,tsp_approx,edge_min,edge_max,edge_mean,edge_std,edge_var,edge_q25,edge_q75,between_min,between_max,between_mean,between_std,between_var,between_q25,between_q75,closeness_min,closeness_max,closeness_mean,closeness_std,closeness_var,closeness_q25,closeness_q75,prediction,selection_cost,selection_time,correct,actual_predicted
mod_kroC100.tsp,1262474.0,1258274.0,2088618.0,34.45268368721008,76.32413244247437,0.2222208976745605,DBMEA_cost,101,5151,0.0196078431372549,51.0,1.02,0.0168781125265072,100,21579968.0,0.0,141395.0,4382.6850308793255,19110.256263455907,365201894.45495576,973.0,2401.0,0.0101010101010101,0.0247377531500338,0.0142307019991203,0.0033194372698367,1.1018663788381556e-05,0.0111111111111111,0.0168549637792062,7.175586015758735e-06,0.0003721982774663,0.0003240067850234,4.118457385131771e-05,1.6961691233146427e-09,0.0003026094008636,0.0003471631562685,GILS_cost,1262474.0,34.45268368721008,0,DBMEA_cost GILS_cost
mod_kroD100.tsp,1256498.0,1271251.0,2175523.0,38.85083961486816,69.12156581878662,0.2159709930419922,GILS_cost,101,5151,0.0196078431372549,51.0,1.02,0.0164768047984741,100,7340977.0,0.0,141208.0,4316.144691696893,19123.7448207936,365717615.9708298,966.0,2255.0,0.0101010101010101,0.0259467745616071,0.0146209178248409,0.0037022030623916,1.3706307515182122e-05,0.011077441077441,0.0169734070864921,7.173332019178908e-06,0.0003865301957388,0.0003321695252015,4.521243299574552e-05,2.0441640973947783e-09,0.0003046783358469,0.0003607477579526,GILS_cost,1256498.0,38.85083961486816,1,GILS_cost GILS_cost
mod_kroE100.tsp,1260413.0,1299854.0,2309998.0,49.1514790058136,65.90412926673889,0.461771011352539,GILS_cost,101,5151,0.0196078431372549,51.0,1.02,0.0171086696266237,100,22840688.0,0.0,141277.0,4410.90951867464,19089.76125175749,364418984.6491017,975.0,2497.0,0.0101010101010101,0.0254771187823142,0.0144963597973444,0.0038072754966184,1.449534670715126e-05,0.0115416211173786,0.0171824993188629,7.182010385474298e-06,0.0003729993248712,0.0003212851416083,4.24097038487472e-05,1.7985829805384431e-09,0.0003030615275513,0.0003436437925903,GILS_cost,1260413.0,49.1514790058136,1,GILS_cost GILS_cost
mod_lin105.tsp,828646.0,891887.0,1368192.0,36.85026240348816,69.89092063903809,0.2542247772216797,GILS_cost,106,5671,0.0186915887850467,53.5,1.019047619047619,0.0125926857714676,105,11275505.0,0.0,141325.0,3760.1495194019226,18809.230309617364,353787144.8402285,662.0,1661.0,0.0096153846153846,0.030107027611066,0.0169294914842719,0.0047546528372899,2.2606723603149344e-05,0.0127755685885093,0.0201174508125729,7.1447118517296734e-06,0.0004570204875755,0.0003998192945325,5.268580103250664e-05,2.775793630436877e-09,0.0003691626486758,0.0004304702624412,GILS_cost,828646.0,36.85026240348816,1,GILS_cost GILS_cost
mod_pr107.tsp,2298171.0,2333166.0,4356131.0,49.94424915313721,64.51802110671997,0.2644596099853515,GILS_cost,108,5886,0.018348623853211,54.5,1.0186915887850467,0.041718208773683,107,15329587.0,0.0,132200.0,7587.617283950617,16641.118402988843,276926821.7022939,2335.0,8089.25,0.0094339622641509,0.0225514894993905,0.0153042960909429,0.0035474403521422,1.2584333052007368e-05,0.0124906928133974,0.0183815317425823,7.865597376683605e-06,0.0001677889184044,0.0001520407849328,1.6515940736584074e-05,2.727762984143573e-10,0.0001460397758708,0.0001604546386943,GILS_cost,2298171.0,49.94424915313721,1,GILS_cost GILS_cost
mod_pr76.tsp,3738172.0,4267254.0,5687786.0,14.904951095581056,25.80138349533081,0.0976319313049316,GILS_cost,77,3003,0.0256410256410256,39.0,1.0263157894736843,0.060641870364815,76,9944533.0,0.0,140715.0,10578.913476134256,19650.864305106235,386156467.9376983,4650.0,10210.0,0.0133333333333333,0.0205970397373906,0.015796841843402,0.0017979233764322,3.232528467521691e-06,0.0143274853801169,0.0170454567792029,7.740168254962772e-06,0.0001408991217906,0.0001111416346043,2.1496714309457933e-05,4.621087261024535e-10,0.0001016893817553,0.0001233960542488,GILS_cost,3738172.0,14.904951095581056,1,GILS_cost GILS_cost
mod_rat99.tsp,63993.0,64328.0,99191.0,31.700262308120728,72.22724914550781,0.2127726078033447,GILS_cost,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0633145526813114,99,173495.0,0.0,1406.0,108.2848,176.42795041874743,31126.821688960004,48.0,119.0,0.010204081632653,0.0649680574976778,0.0256552849279612,0.0125959026790912,0.0001586567643011,0.0142105818413782,0.0326028393548971,0.0007669246322247,0.0132885906040268,0.0104547957065842,0.0018793541424669,3.531971992807668e-06,0.0089794032833666,0.0119248420634014,DBMEA_cost,64328.0,72.22724914550781,0,GILS_cost DBMEA_cost
mod_st70.tsp,25201.0,24686.0,35934.0,16.0758216381073,15.771074056625366,0.075700044631958,DBMEA_cost,71,2556,0.0277777777777777,36.0,1.0285714285714285,0.0459409898162471,70,194197.0,0.0,1403.0,87.27117635389804,213.14910374868603,45432.54042886813,33.0,72.0,0.0144927536231884,0.0629691830433731,0.0304757771341313,0.0125947369298363,0.0001586273983317,0.0183396306076689,0.0409423805626818,0.0007466427740978,0.0172244094488189,0.0141691580831638,0.00223596311547,4.999531053742626e-06,0.0131566611136455,0.0154885074212551,DBMEA_cost,24686.0,15.771074056625366,1,DBMEA_cost DBMEA_cost
pr107.tsp,2113117.0,2188050.0,4091497.0,46.112234115600586,60.45160079002381,0.2660596370697021,GILS_cost,107,5778,0.0185185185185185,54.0,1.018867924528302,0.4188292213669595,106,2851827.0,0.0,10691.0,5353.732203685911,3134.1516036546373,9822906.274690934,2300.0,8054.0,0.0095238095238095,0.0228911944206727,0.0155380758437849,0.003581058296348,1.2823978521843064e-05,0.0126907031562978,0.0186689194510061,0.0001597831772432,0.0002075224946553,0.0001859983322547,1.3186869308815074e-05,1.7389352216776894e-10,0.0001751778125757,0.0001969072784057,GILS_cost,2113117.0,46.112234115600586,1,GILS_cost GILS_cost
pr76.tsp,3466012.0,3715885.0,5131147.0,12.177507638931274,22.70819664001465,0.0950965881347656,GILS_cost,76,2926,0.0259740259740259,38.5,1.0266666666666666,0.3049339195345302,75,4533381.0,0.0,22674.0,7459.237534626039,3982.505723662762,15860351.839006666,4553.0,9876.0,0.0135135135135135,0.0209735363068696,0.0159985524908125,0.0018234573571385,3.324996733302827e-06,0.0144144144144144,0.0172328925564219,7.871990931466448e-05,0.0001827939692613,0.0001382455374774,2.670753390490445e-05,7.132923672816209e-10,0.000121930981899,0.0001535448164415,GILS_cost,3466012.0,12.177507638931274,1,GILS_cost GILS_cost
random_100_0.tsp,199443.0,193832.0,343833.0,38.02773690223694,67.89569044113159,0.2137091159820556,DBMEA_cost,100,5050,0.0198019801980198,50.5,1.02020202020202,0.3618666106741226,99,206000.0,0.0,645.0,251.964,121.29356250024156,14712.128304000002,160.0,343.0,0.010204081632653,0.034033105066236,0.0186826969885438,0.007078475377698,5.010481367267822e-05,0.0124307336422445,0.0242508200186719,0.0025805442602439,0.005322008386195,0.0040282961020488,0.000622013762209,3.869011203774062e-07,0.0035980180679302,0.0044556482636071,DBMEA_cost,193832.0,67.89569044113159,1,DBMEA_cost DBMEA_cost
random_100_1.tsp,191675.0,179287.0,338273.0,47.25315523147583,70.39653182029724,0.2122659683227539,DBMEA_cost,100,5050,0.0198019801980198,50.5,1.02020202020202,0.3700396848730077,99,230536.0,0.0,653.0,261.6642,125.9465896257616,15862.54343836,165.0,358.0,0.010204081632653,0.0334116547727007,0.0184544482231235,0.0063879821066575,4.080631539497644e-05,0.012888857714097,0.0216782163011054,0.0026036872419325,0.005062126092959,0.0038672096637384,0.0005596423295808,3.1319953705872213e-07,0.0034293786666095,0.0042512077823893,DBMEA_cost,179287.0,70.39653182029724,1,DBMEA_cost DBMEA_cost
random_100_2.tsp,191650.0,187390.0,319186.0,37.48313283920288,73.69952845573425,0.2124323844909668,DBMEA_cost,100,5050,0.0198019801980198,50.5,1.02020202020202,0.3841346658865461,99,224949.0,0.0,610.0,253.213,122.41019904811854,14984.256831,162.0,343.25,0.010204081632653,0.0380843876130246,0.0184820883709627,0.0067809499506767,4.598128223358261e-05,0.0130223945268678,0.0231923502293615,0.0027776998400718,0.0052564510990761,0.0040137764619015,0.0006447040145653,4.156432663966734e-07,0.0035544838584844,0.0044793351448399,DBMEA_cost,187390.0,73.69952845573425,1,DBMEA_cost DBMEA_cost
random_100_3.tsp,197804.0,190321.0,318863.0,31.77650046348572,71.80225682258606,0.2117538452148437,DBMEA_cost,100,5050,0.0198019801980198,50.5,1.02020202020202,0.3628986180872366,99,228082.0,0.0,676.0,265.8194,130.13763169675406,16935.803183640004,166.0,363.0,0.010204081632653,0.0368718810322259,0.018908777629687,0.006327939840092,4.0042822619824256e-05,0.0132816114396094,0.0236030178739178,0.0024921961534588,0.00506575244333,0.0038273961895732,0.0006264465860819,3.9243532521377705e-07,0.0033327825079113,0.0043200040337463,DBMEA_cost,190321.0,71.80225682258606,1,DBMEA_cost DBMEA_cost
random_100_4.tsp,186810.0,189495.0,340719.0,37.75858783721924,69.92271280288696,0.2117507457733154,GILS_cost,100,5050,0.0198019801980198,50.5,1.02020202020202,0.3832195856166431,99,211462.0,0.0,623.0,258.5526,124.01530886644602,15379.796833240003,162.0,353.25,0.010204081632653,0.0380618558901116,0.0181419690039699,0.0065541758040941,4.295722047097347e-05,0.012023819426254,0.022351477704462,0.0027846534653465,0.0050649749309321,0.0039096299024884,0.0005599670437194,3.13563090051858e-07,0.003411969710722,0.0043466634532355,DBMEA_cost,189495.0,69.92271280288696,0,GILS_cost DBMEA_cost
random_100_5.tsp,197788.0,189798.0,325912.0,34.089958906173706,63.9948468208313,0.2130312919616699,DBMEA_cost,100,5050,0.0198019801980198,50.5,1.02020202020202,0.3636204903583991,99,212336.0,0.0,635.0,248.6112,121.85830802436082,14849.44723456,158.0,336.0,0.010204081632653,0.0404207305198042,0.0185040994578835,0.0069381714729036,4.813822338741421e-05,0.0120311503814905,0.023677506970186,0.0028412352198369,0.0054780876494023,0.0041224744929507,0.0007615934671243,5.800246091665154e-07,0.0034541112967725,0.0046931848441519,DBMEA_cost,189798.0,63.9948468208313,1,DBMEA_cost DBMEA_cost
random_100_6.tsp,203193.0,200232.0,319264.0,33.0801465511322,52.40556645393372,0.2097065448760986,DBMEA_cost,100,5050,0.0198019801980198,50.5,1.02020202020202,0.4019362565097626,99,226586.0,0.0,649.0,283.3196,135.7672473604735,18432.74545584,175.75,389.0,0.010204081632653,0.0325627376198264,0.0177909108297163,0.0060578915799378,3.669805039428181e-05,0.0123744463313624,0.0219557438063714,0.0025392428439519,0.0046207701283547,0.0035547033663475,0.0004583555445619,2.100898052307221e-07,0.0032581182164822,0.0038277885434727,DBMEA_cost,200232.0,52.40556645393372,1,DBMEA_cost DBMEA_cost
