file,n,m,ratio1,ratio2,density,min,max,mean,std,var,GILS_cost,GILS_time,GRASP_cost,GRASP_time,DBMEA_cost,DBMEA_time
bip_70_9.tsp,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.0,674.0,310.50857142857143,260.90426449687067,68071.03523265306,50725.0,13.447155237197876,69693.0,0.0730886459350586,48716.0,14.502158164978027
bip_80_0.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,689.0,309.604375,262.62844663299404,68973.70098085939,59380.0,18.929011821746826,88206.0,0.10837841033935547,57436.0,19.91434407234192
bip_80_1.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,674.0,311.8003125,262.96267998026326,69149.37106240234,62192.0,15.343027591705322,88256.0,0.10657501220703125,62583.0,21.046855688095093
bip_80_2.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,672.0,306.9015625,258.6586916141783,66904.31874755859,56929.0,19.266876697540283,84823.0,0.10719132423400879,56605.0,20.92752766609192
bip_80_3.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,681.0,312.8003125,263.70717152250967,69541.47231240233,59339.0,20.908046007156372,89240.0,0.10628128051757812,59478.0,19.392325162887573
bip_80_4.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,680.0,310.91625,262.59381868379444,68955.5136109375,59882.0,19.947314739227295,87516.0,0.10883736610412598,57147.0,15.884085893630981
bip_80_5.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,686.0,309.9196875,258.9264859229398,67042.92511240234,63717.0,21.671342849731445,96684.0,0.10885047912597656,63904.0,22.148194551467896
bip_80_6.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,673.0,307.6240625,259.64031535664117,67413.09335849609,60446.0,18.199727296829224,87841.0,0.10969161987304688,60269.0,19.860578060150146
bip_80_7.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,677.0,312.12,263.0450709479271,69192.70935,56128.0,16.347435235977173,88077.0,0.1100149154663086,55321.0,24.121140003204346
bip_80_8.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,675.0,305.159375,256.5168090975899,65800.87334960938,61001.0,18.922438144683838,87664.0,0.10610795021057129,62107.0,19.927361965179443
bip_80_9.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,681.0,309.38625,261.53764463445316,68401.9395609375,60745.0,15.946503400802612,85760.0,0.11215329170227051,60253.0,21.059606790542603
bip_90_0.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,682.0,305.7543209876543,258.5734924539783,66860.25099984759,64001.0,21.908686637878418,103759.0,0.15476679801940918,63893.0,27.293618202209473
bip_90_1.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,685.0,310.35925925925926,259.57669067193234,67380.05834019204,73552.0,24.3185555934906,115023.0,0.1520087718963623,68291.0,34.222315073013306
bip_90_2.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,669.0,307.94493827160494,258.22838045880803,66681.8964743789,69708.0,28.422858238220215,102709.0,0.1489884853363037,69053.0,28.15697431564331
bip_90_3.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,684.0,314.6664197530864,268.21158145748024,71937.45242792256,69195.0,24.893150091171265,104935.0,0.1522538661956787,68152.0,29.875141620635986
bip_90_4.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,684.0,310.91407407407405,260.23690351306556,67723.24595006858,71833.0,29.98422884941101,109945.0,0.1517324447631836,72160.0,29.81880760192871
bip_90_5.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,695.0,308.70716049382713,259.4099890003694,67293.54239317178,77968.0,28.094806432724,117890.0,0.15072917938232422,75154.0,32.575499534606934
bip_90_6.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,694.0,307.900987654321,259.7754031333579,67483.2600730986,75074.0,27.989267826080322,110798.0,0.15150666236877441,69990.0,28.05802035331726
bip_90_7.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,684.0,306.89432098765434,258.0837498146021,66607.2219183661,71876.0,25.897069931030273,112158.0,0.15367388725280762,67970.0,38.102861404418945
bip_90_8.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,682.0,307.1585185185185,258.82248467933186,66989.07857558299,67313.0,26.436357498168945,107017.0,0.15225791931152344,68754.0,29.475499153137207
bip_90_9.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,688.0,313.09234567901234,261.73550755814546,68505.47591672001,73484.0,25.00705885887146,114936.0,0.15499615669250488,70412.0,32.34793162345886
