file,n,m,ratio1,ratio2,density,avg_clustering,mst_size,tsp_approx,edge_min,edge_max,edge_mean,edge_std,edge_var,edge_q25,edge_q75,between_min,between_max,between_mean,between_std,between_var,between_q25,between_q75,closeness_min,closeness_max,closeness_mean,closeness_std,closeness_var,closeness_q25,closeness_q75,GILS_cost,GILS_time,GRASP_cost,GRASP_time,DBMEA_cost,DBMEA_time,min_method
GILS_74_14.tsp,74,2775,0.0266666666666666,37.5,1.0273972602739727,0.3527523736612129,73,1287581.0,0.0,6560.0,2487.258582907232,1221.1703144063,1491256.936787181,1575.0,3355.0,0.0138888888888888,0.0254277621316794,0.0170909904618041,0.0028919530476537,8.36339242983388e-06,0.0143550228310502,0.0187521580559789,0.0002645636873654,0.0005386579300777,0.000408772397782,7.003365071303379e-05,4.904712232195218e-09,0.0003518467671187,0.0004665993976022,1139405.0,19.151161193847656,1851132.0,0.1408925056457519,1203190.0,23.88725233078003,GILS_cost
GILS_81_13.tsp,81,3321,0.024390243902439,41.0,1.025,0.3589301842093913,80,1511044.0,0.0,6719.0,2609.433927754915,1284.1512208915706,1649044.3581173115,1618.0,3548.0,0.0126582278481012,0.0237195136087541,0.0160129720426142,0.0025957971811577,6.738163005706519e-06,0.013743846694796,0.0174864376130198,0.000251093039387,0.0005094762584063,0.0003881954959013,6.006127325252413e-05,3.607356544714371e-09,0.0003435776743227,0.0004331840653241,1308237.0,21.11122155189514,2193057.0,0.184267520904541,1367079.0,37.37011170387268,GILS_cost
GILS_84_17.tsp,84,3570,0.0235294117647058,42.5,1.0240963855421688,0.3680851009956021,83,1683704.0,0.0,6558.0,2598.297335600907,1271.0141478477658,1615476.9640291822,1604.0,3548.0,0.0121951219512195,0.0246042652539515,0.0152150468469661,0.0026805874282257,7.185548960361903e-06,0.0127828386717602,0.0176457545947701,0.0002639949109414,0.0005134295859159,0.0003917633456298,6.722812881012336e-05,4.519621303310538e-09,0.0003399199335256,0.0004547032898075,1551355.0,20.88796615600586,2277115.0,0.2010505199432373,1556760.0,35.11220026016235,GILS_cost
GILS_84_8.tsp,84,3570,0.0235294117647058,42.5,1.0240963855421688,0.3496197433235127,83,1675452.0,0.0,6791.0,2553.5853174603176,1230.649240825923,1514497.5539454208,1653.75,3459.25,0.0121951219512195,0.0228122203167067,0.0152214485907329,0.0026584967654258,7.067605051779831e-06,0.0128367127044764,0.0170845904022512,0.0002600600958149,0.0005256191857335,0.0003972321238626,6.428933074822023e-05,4.133118048054054e-09,0.0003553583170187,0.0004348681963217,1506701.0,23.40930438041687,2360789.0,0.2002172470092773,1493093.0,32.74043655395508,DBMEA_cost
GILS_88_7.tsp,88,3916,0.0224719101123595,44.5,1.0229885057471264,0.3685166741771702,87,1879370.0,0.0,6369.0,2527.121900826446,1257.9909309904576,1582541.1824542382,1548.0,3416.0,0.0116279069767441,0.022022131868922,0.0149547006315379,0.002809823923102,7.895110478836393e-06,0.0123642774404602,0.0170374507283087,0.0002764493732225,0.0005416645913234,0.0004059598739287,7.737035925619948e-05,5.986172491433372e-09,0.0003439821894731,0.0004765372676342,1605836.0,23.633284091949463,2308691.0,0.2352762222290039,1548065.0,35.046226024627686,DBMEA_cost
GILS_90_17.tsp,90,4095,0.0219780219780219,45.5,1.0224719101123596,0.335466773545562,89,1722848.0,0.0,6595.0,2392.037037037037,1195.1417832562995,1428363.882085048,1466.0,3211.0,0.0113636363636363,0.0234649586028544,0.0148628998845266,0.0030157559417057,9.094783899933407e-06,0.012272301668369,0.0168391914707538,0.000262086146833,0.0005601994058109,0.0004267433127739,7.438220759316329e-05,5.532712806432438e-09,0.0003711434813043,0.0004932228746304,1546681.0,26.13038420677185,2303551.0,0.247147798538208,1490086.0,36.33051633834839,DBMEA_cost
GILS_92_10.tsp,92,4278,0.021505376344086,46.5,1.021978021978022,0.3693363241264114,91,2023084.0,0.0,6411.0,2551.570888468809,1250.735048034256,1564338.1603812522,1615.0,3446.25,0.0111111111111111,0.0204487664011473,0.0142389731750356,0.0026728998519981,7.144393618811733e-06,0.0119149369149369,0.0158855650522317,0.0002693271851757,0.0005308134278297,0.0004001740690915,7.127557777468036e-05,5.0802079871145104e-09,0.0003462319910821,0.0004682440323047,1705719.0,31.14491868019104,2777649.0,0.2634298801422119,1810713.0,50.39236831665039,GILS_cost
GILS_92_6.tsp,92,4278,0.021505376344086,46.5,1.021978021978022,0.3657354952472644,91,2064900.0,0.0,6650.0,2629.585775047259,1283.841298189748,1648248.4789375372,1636.5,3576.5,0.0111111111111111,0.0229062135944726,0.0142755879876502,0.0026077459038914,6.800338699262507e-06,0.012020757020757,0.0158741297606843,0.0002682134625473,0.000505757858699,0.0003859475730272,6.095108866276714e-05,3.7150352091764995e-09,0.0003397516488565,0.000438378536529,1795489.0,27.24412441253662,2849186.0,0.2626190185546875,1877579.0,44.62848973274231,GILS_cost
GILS_93_2.tsp,93,4371,0.0212765957446808,47.0,1.0217391304347827,0.3935496067707085,92,1896193.0,0.0,6110.0,2596.125101167765,1253.913026665526,1572297.8784415002,1631.0,3525.0,0.0109890109890109,0.0217568653254673,0.014106382907137,0.002605103129271,6.78656231413793e-06,0.0116260551043159,0.0159435847917762,0.0002893336520196,0.00051069120945,0.0003901700545332,6.00705716057241e-05,3.608473573038426e-09,0.0003381383279794,0.0004360375561042,1739561.0,32.977981090545654,2886143.0,0.2710697650909424,1714584.0,39.608715772628784,DBMEA_cost
GILS_95_16.tsp,95,4560,0.0208333333333333,48.0,1.0212765957446808,0.3865289011671606,94,1665710.0,0.0,6065.0,2540.5939058171743,1241.8084976732962,1542088.344893609,1601.0,3442.0,0.010752688172043,0.0247539196157716,0.0140390250020059,0.002799482491695,7.837102221306846e-06,0.0116743471582181,0.0164158764756179,0.0002737404300054,0.0005350607066216,0.0004008601577457,6.88095507899852e-05,4.734754279919553e-09,0.0003485309294849,0.0004534517939153,1610347.0,35.32762551307678,2936588.0,0.2917065620422363,1636609.0,43.26354646682739,GILS_cost
GILS_95_5.tsp,95,4560,0.0208333333333333,48.0,1.0212765957446808,0.3764258093646767,94,1938745.0,0.0,6512.0,2659.904265927978,1302.9047199560453,1697560.709283741,1657.0,3637.0,0.010752688172043,0.0211225151412482,0.0139825546438512,0.0026003871648253,6.762013406988385e-06,0.011574664182763,0.0158734698027766,0.000273717314076,0.000504589618337,0.0003811369789159,5.9786702601450686e-05,3.57444980795431e-09,0.0003358683294699,0.0004214282149406,1649249.0,34.14369559288025,3145157.0,0.2882204055786133,1748931.0,52.978267192840576,GILS_cost
