file,GILS_cost,DBMEA_cost,GRASP_cost,GILS_time,DBMEA_time,GRASP_time,min_method,n,m,ratio1,ratio2,density,avg_clustering,mst_size,tsp_approx,edge_min,edge_max,edge_mean,edge_std,edge_var,edge_q25,edge_q75,between_min,between_max,between_mean,between_std,between_var,between_q25,between_q75,closeness_min,closeness_max,closeness_mean,closeness_std,closeness_var,closeness_q25,closeness_q75
line_10_7.tsp,486.0,486.0,1020.0,0.1580944061279297,0.0435047149658203,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3168474138431864,9,1036.0,0.0,86.0,32.8,26.926566806780247,725.0399999999998,7.0,59.0,0.125,0.5386858176675108,0.3472433079980096,0.12884195774592094,0.016600250075801674,0.30375076066373685,0.4360083802322702,0.018518518518518517,0.036,0.028986444924310645,0.006352724557242501,4.035710930019193e-05,0.02341294999724351,0.034496124031007755
line_10_8.tsp,472.0,472.0,658.0,0.0836157798767089,0.0400576591491699,0.0010008811950683,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.35273431486512813,9,832.0,0.0,94.0,37.6,29.198630104852523,852.56,12.0,61.0,0.125,0.47058183598585024,0.31452049506222013,0.12184171487776246,0.014845403484353963,0.25313923727831206,0.4302147153897384,0.016605166051660517,0.03125,0.024942829128028417,0.004774065568722977,2.279170205446624e-05,0.02269959491334222,0.028392009493670885
line_10_9.tsp,281.0,281.0,281.0,0.0595827102661132,0.0420928001403808,0.0,GRASP_time,10,55,0.18181818181818182,5.5,1.2222222222222223,0.3188552332079547,9,727.0,0.0,56.0,19.78,14.76927892620354,218.1316,8.0,30.0,0.125,0.6121847334774878,0.3651056986420492,0.15742027896696784,0.024781144230037973,0.2524071291271657,0.4707773724359218,0.03202846975088968,0.06206896551724138,0.04831550845570008,0.011214890287083546,0.00012577376415132086,0.03863446788598865,0.05955473098330241
line_20_0.tsp,2434.0,2434.0,3774.0,0.560969352722168,0.3167147636413574,0.0030012130737304,GRASP_time,20,210,0.09523809523809523,10.5,1.105263157894737,0.28484391081537164,19,4232.0,0.0,194.0,65.97,51.10615520658936,2611.8391,23.75,103.5,0.05555555555555555,0.5329369475029986,0.22851059860079018,0.12667789606068017,0.01604728935036049,0.14340014307495785,0.2876622925148673,0.008589511754068717,0.0203862660944206,0.015613632066751482,0.004091728455673679,1.6742241754969708e-05,0.01157933946960079,0.01977113615944514
line_20_1.tsp,2420.0,2420.0,2722.0,0.3537733554840088,0.2657089233398437,0.0030004978179931,GRASP_time,20,210,0.09523809523809523,10.5,1.105263157894737,0.2988430366657576,19,4108.0,0.0,184.0,65.65,47.92157656004235,2296.4775,25.0,100.0,0.05555555555555555,0.40491539781544444,0.20582949691540126,0.08377567806172191,0.007018364234701273,0.1567285815123809,0.25639723718923935,0.01,0.0194672131147541,0.01520284777722837,0.003267406784862939,1.0675947097768367e-05,0.012533241918058671,0.01826923076923077
line_20_2.tsp,2449.0,2483.0,4389.0,0.6415817737579346,0.2598977088928222,0.003000259399414,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.31064624124416906,19,2793.0,0.0,191.0,72.765,55.220555728822575,3049.3097749999997,24.5,121.0,0.05555555555555555,0.3622794732477041,0.2014332421426047,0.07897195212582772,0.0062365692225640245,0.16190278961242255,0.24232546886229905,0.009327442317133039,0.017479300827966882,0.013764011184308683,0.003057322788365086,9.347222632256464e-06,0.010839608735398288,0.016995002368907705
line_20_3.tsp,2286.0,2284.0,2608.0,0.3464500904083252,0.2923412322998047,0.0039999485015869,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.2852345906230099,19,3832.0,0.0,181.0,60.23,45.246293770871446,2047.2271000000003,26.0,88.0,0.05555555555555555,0.5286976985417748,0.2235089064687365,0.10372093579700217,0.010758032522605846,0.1660626445622605,0.2737074722765769,0.009099616858237548,0.021788990825688075,0.016955157631002093,0.004118811369029945,1.6964607093650323e-05,0.013725954069811126,0.02065335545511757
line_20_4.tsp,2084.0,2066.0,4298.0,0.6912722587585449,0.2956619262695312,0.0030000209808349,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.2828298389667349,19,2532.0,0.0,172.0,57.15,43.13928024434344,1860.9975,18.0,81.0,0.05555555555555555,0.3569348086985758,0.21000943671100997,0.08720207741251827,0.00760420230505883,0.14272836144727258,0.2617973213191716,0.010770975056689343,0.02369077306733167,0.018064579058486723,0.004915964453451117,2.416670650759494e-05,0.013614342157965819,0.022920086772983114
line_20_5.tsp,2676.0,2670.0,3232.0,0.4390878677368164,0.2656023502349853,0.00250244140625,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.30016807484682284,19,4100.0,0.0,191.0,67.93,49.66986108295452,2467.0951,26.5,100.0,0.05555555555555555,0.3672865639754235,0.20692749694133647,0.07964778791713407,0.006343770120092768,0.16005708499055724,0.25976789822169377,0.009605662285136502,0.018924302788844622,0.014715780417258767,0.0031701616993631233,1.0049925200108884e-05,0.012414110429447853,0.01758860362088813
line_20_6.tsp,1709.0,1737.0,3669.0,0.6624672412872314,0.2523603439331054,0.003000259399414,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.2599855610620883,19,1839.0,0.0,168.0,50.825,39.35370852918439,1548.714375,17.0,74.0,0.05555555555555555,0.5317592894734551,0.22490897422105133,0.10687866235774691,0.011423048467381267,0.14919819110779642,0.2926965396767981,0.009354997538158542,0.025032938076416336,0.020139075566454064,0.004563855667892104,2.0828778557350884e-05,0.01756475532139163,0.02325963347258192
line_20_7.tsp,2165.0,2165.0,2227.0,0.2925610542297363,0.2574899196624756,0.0030012130737304,GRASP_time,20,210,0.09523809523809523,10.5,1.105263157894737,0.28455144805418114,19,5029.0,0.0,190.0,63.125,47.789218187787924,2283.809375,23.5,96.25,0.05555555555555555,0.3641903088886961,0.2075656178211159,0.08325483568887439,0.006931367665581473,0.16329288300447398,0.25973584235347147,0.009026128266033254,0.021664766248574687,0.016408944327629713,0.004453392571812217,1.983270539867223e-05,0.012269111178748978,0.020936811289102332
line_20_8.tsp,2379.0,2559.0,2665.0,0.3629417419433594,0.2983548641204834,0.0030000209808349,GILS_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.32451987670661653,19,3395.0,0.0,172.0,67.415,48.88264288067903,2389.512775,27.0,105.0,0.06423683206740086,0.3323364724222079,0.20176962991739908,0.07443321049635766,0.0055403028247950886,0.14941514230930766,0.26210097342203165,0.010264721772015126,0.01825168107588857,0.014596916434204377,0.002659184990979648,7.071264816251431e-06,0.01219124331081106,0.016742619143804142
line_20_9.tsp,2511.0,2391.0,2793.0,0.4126782417297363,0.2615373134613037,0.0030007362365722,DBMEA_cost,20,210,0.09523809523809523,10.5,1.105263157894737,0.31326604257811164,19,3537.0,0.0,172.0,69.555,52.96977416414006,2805.796975,19.75,114.5,0.05555555555555555,0.6915578268639249,0.23725660727541703,0.1420797010655382,0.020186641454872693,0.14676550555009338,0.2660828248265545,0.010913268236645606,0.017415215398716773,0.014053015092382843,0.002357524471818648,5.557921635223796e-06,0.011618660883207975,0.016142735768903994
line_30_0.tsp,5928.0,5872.0,8026.0,0.927422285079956,1.11082124710083,0.0095055103302001,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.2860784739384632,29,10478.0,0.0,284.0,101.71111111111111,79.00152522359501,6241.24098765432,28.0,152.0,0.03571428571428571,0.3546412188019393,0.15800548595449726,0.06763489371389905,0.004574478847690421,0.12869123041195885,0.19443695894167784,0.00548411497730711,0.012575888985255855,0.010098465468548012,0.0021378932954452443,4.570587742709726e-06,0.009269746461857385,0.011549189082968047
line_30_1.tsp,5740.0,5986.0,6170.0,0.896489143371582,0.9823927879333496,0.0095055103302001,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.2805483620551822,29,7830.0,0.0,272.0,92.46222222222222,66.65959725480525,4443.501906172839,37.0,143.0,0.03571428571428571,0.4137852333497404,0.1580983813939893,0.07101080379037669,0.005042534254955376,0.11998230800843152,0.19028178463158665,0.00684931506849315,0.013488372093023256,0.010870389800367216,0.0020011636639656175,4.004656009976294e-06,0.009575508215539449,0.012650091127432844
line_30_2.tsp,4008.0,3756.0,7586.0,1.3987987041473389,0.7543306350708008,0.0085046291351318,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.299348244414957,29,12020.0,0.0,272.0,100.76,73.14922464843129,5350.809066666667,38.0,158.0,0.03571428571428571,0.26836440427947256,0.15314031081097637,0.05754773351623257,0.003311741632855317,0.12184651882213224,0.19301982177608584,0.0065849227974568575,0.012372013651877133,0.00991750564446036,0.0017170750340281585,2.9483466724828017e-06,0.008623514249207556,0.01125826903440648
line_30_3.tsp,4866.0,4842.0,5146.0,0.810187578201294,0.982901096343994,0.0095059871673583,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.2910588317275776,29,6352.0,0.0,288.0,102.2311111111111,74.46765091030309,5545.431032098765,40.0,157.0,0.03571428571428571,0.4134079231021677,0.15967828736605633,0.07527513919374393,0.005666346580637523,0.11644737631943633,0.19181426464370027,0.00629887054735013,0.012586805555555556,0.009867238161148411,0.001957859287384259,3.833212989196798e-06,0.008121896071187677,0.01156882183298698
line_30_4.tsp,5221.0,5447.0,7593.0,1.3716802597045898,0.9518978595733644,0.0095059871673583,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.28146917941717314,29,7451.0,0.0,262.0,87.34444444444445,63.87925434601181,4080.5591358024694,35.0,128.0,0.03571428571428571,0.2559722353860001,0.15470412368859704,0.05965764152910333,0.003559034192814994,0.11979924066021216,0.19233829580692663,0.007116564417177914,0.015368309485956544,0.011897477419061987,0.0029743981415652283,8.847044304546683e-06,0.009125192012982924,0.014726306674722274
line_30_5.tsp,6183.0,6411.0,7113.0,1.1553502082824707,0.9405899047851562,0.0095152854919433,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.3029743764491931,29,9015.0,0.0,281.0,104.40666666666667,75.36846643877884,5680.405733333333,41.0,163.0,0.03571428571428571,0.3949045748042998,0.15376182102645117,0.0674590985725494,0.004550729980220936,0.12443780287557109,0.1869945727409833,0.006454484754061874,0.012189995796553174,0.009654029041171288,0.0019209554175655392,3.690069716274395e-06,0.008007786696706045,0.011681657704294898
line_30_6.tsp,4101.0,3865.0,12387.0,2.1093106269836426,0.905890703201294,0.0095148086547851,DBMEA_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.2911179234253176,29,12027.0,0.0,274.0,98.62444444444445,74.07853986908626,5487.630069135802,34.0,159.0,0.03571428571428571,0.27694444029451903,0.15826687327293534,0.06324581427609785,0.004000033023446663,0.11701206144140498,0.20868227885372242,0.006659012629161883,0.013223894208846329,0.01031690383025462,0.0022359390545569065,4.999423455692832e-06,0.008566602240975366,0.012665439345814619
line_30_7.tsp,4292.0,4698.0,10418.0,1.826120138168335,0.7972757816314697,0.0095138549804687,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.2917211909548349,29,6704.0,0.0,279.0,99.31111111111112,72.36620519497335,5236.867654320988,38.0,151.0,0.03571428571428571,0.2750444854002652,0.1606357272213766,0.06225247749470121,0.0038753709542282805,0.11585606351533109,0.20622147668859298,0.006100126209507783,0.012843224092116917,0.01022219285718449,0.0021000243554051986,4.410102293295019e-06,0.00858632819265098,0.012182585650098287
line_30_8.tsp,5272.0,5628.0,5582.0,0.7698101997375488,0.8540329933166504,0.0095229148864746,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.2658301437147706,29,9598.0,0.0,277.0,88.16888888888889,65.41850170580261,4279.580365432099,31.0,129.0,0.03571428571428571,0.25109791229645384,0.15525267380893695,0.05311139336986583,0.0028208201056886283,0.12986894953847627,0.1870593989624343,0.006359649122807017,0.015360169491525424,0.011788427173368716,0.0029121560952174207,8.480653122911975e-06,0.009386561322615308,0.01458049597094541
line_30_9.tsp,5311.0,5359.0,6215.0,1.2909035682678225,1.0262980461120603,0.0095045566558837,GILS_cost,30,465,0.06451612903225806,15.5,1.0689655172413792,0.27229766559397073,29,6811.0,0.0,246.0,84.66,65.08587455559514,4236.171066666667,24.0,141.0,0.03571428571428571,0.3531603238419384,0.1584988516670868,0.06857873359991723,0.004703042702168417,0.12305761808775012,0.19553181420517496,0.007511007511007511,0.014848950332821301,0.01199598968620536,0.002456102792319787,6.032440926441055e-06,0.009764875978091706,0.014133362150983297
line_40_0.tsp,10562.0,10372.0,15878.0,2.766395092010498,2.617738008499145,0.0211682319641113,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.29173078729966934,39,13806.0,0.0,355.0,127.78,91.7425288511277,8416.691599999998,47.0,198.0,0.02631578947368421,0.2643361786149987,0.12660316912534217,0.04547739416835211,0.0020681933803436666,0.104765965739175,0.14953196411635883,0.005099372384937239,0.009984639016897081,0.007901727470865077,0.001435965073035827,2.061995690978788e-06,0.006873955156970536,0.009199523086665922
line_40_1.tsp,11166.0,11782.0,15498.0,2.0699236392974854,2.704490900039673,0.0215928554534912,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.28593766133846477,39,15624.0,0.0,378.0,133.2025,95.32583067432458,9087.01399375,53.75,205.25,0.02631578947368421,0.28613412229043966,0.12554519089769575,0.05748498202787479,0.0033045231587450876,0.09336092925913599,0.15066355555273317,0.005083420229405631,0.009572901325478646,0.007608956177659901,0.001432224649473355,2.051267446559075e-06,0.006226242847782828,0.008816556440205112
line_40_2.tsp,9364.0,8362.0,21422.0,3.079066514968872,2.5424644947052,0.021028995513916,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.2891635129939081,39,17554.0,0.0,376.0,131.915,94.29574632505965,8891.687775,54.0,196.0,0.02631578947368421,0.31336324998548765,0.12278516596448516,0.05219471868039449,0.002724288658125522,0.0999489466880683,0.1451364786072383,0.004883546205860256,0.009933774834437087,0.00775642495020166,0.0016205504649654014,2.6261838094995787e-06,0.006457494701214202,0.009264768099846634
line_40_3.tsp,9109.0,10395.0,12053.0,2.058657646179199,2.4663331508636475,0.0215356349945068,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.28653628094656425,39,10247.0,0.0,393.0,135.93625,97.9551156700736,9595.204685937499,53.75,211.0,0.02631578947368421,0.189704747367828,0.12135854174744284,0.04169894493263003,0.0017388020084945117,0.10023612930842452,0.15327270931526982,0.004526987811955891,0.009603545924649102,0.00753966737555114,0.0015905299774152633,2.529785609056598e-06,0.006064717601076529,0.008964644259175088
line_40_4.tsp,8086.0,8230.0,15222.0,3.098297119140625,2.3801136016845703,0.0225405693054199,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.2446529694344617,39,10722.0,0.0,374.0,112.0075,81.85108394975597,6699.59994375,41.0,170.25,0.02631578947368421,0.2938357118887785,0.13042494082067138,0.057222135432658916,0.0032743727834735593,0.09810396577244171,0.15923557409685604,0.0047422178988326845,0.011343804537521814,0.009181685051710688,0.0019090682525564017,3.644541592918753e-06,0.00749423520368947,0.010737895241393944
line_40_5.tsp,9019.0,10357.0,10233.0,2.140660524368286,2.282236337661743,0.0220141410827636,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.2594976567639267,39,15073.0,0.0,376.0,118.51375,87.89846307494517,7726.1398109374995,44.75,177.25,0.02631578947368421,0.1997083277855114,0.12180531272187181,0.041353075243950654,0.0017100768321318446,0.0997807435336905,0.14964749135070632,0.004556607080266386,0.011333914559721011,0.008811145445994397,0.002117349450009974,4.48316869345754e-06,0.007268530169987944,0.010893877737000223
line_40_6.tsp,10489.0,10549.0,12697.0,2.485858917236328,2.47021746635437,0.02201509475708,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.26128386445080337,39,12691.0,0.0,369.0,116.46625,84.37950794439074,7119.9013609375,45.0,170.25,0.02631578947368421,0.3270503548882405,0.12426536041124243,0.05350669740116103,0.002862966666779412,0.10302940370448602,0.1449859445781576,0.005170356622033674,0.01161751563896336,0.008925678018640262,0.0021424263354216985,4.589990602708448e-06,0.00682059722238876,0.011141282605993359
line_40_7.tsp,9886.0,10688.0,11502.0,1.9720466136932373,3.338783025741577,0.0220181941986084,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.29496942760017014,39,16916.0,0.0,376.0,138.665,101.0708552204838,10215.317774999998,53.75,213.0,0.02631578947368421,0.20711619750518226,0.12091065435129016,0.0446417468302931,0.0019928855600599843,0.09757512485656542,0.14805501228366857,0.004462242562929062,0.009189443920829406,0.007324495497783493,0.001389996544036289,1.932090392432827e-06,0.006417076728320543,0.008623939331224314
line_40_8.tsp,10506.0,9618.0,15536.0,2.9000403881073,2.67357873916626,0.0223636627197265,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.28830752441347,39,17188.0,0.0,371.0,132.0225,95.17433736963973,9058.15449375,53.0,195.0,0.02631578947368421,0.24845726017712383,0.12489752089173889,0.04885299914443485,0.0023866155254061517,0.09775347705289458,0.15152598779030788,0.005240526740123623,0.00975,0.007737972752867616,0.0016116838524467,2.5975248402374365e-06,0.0061541426726943555,0.009255375708884687
line_40_9.tsp,7813.0,8201.0,16675.0,3.82096266746521,2.37716007232666,0.023019790649414,GILS_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.272486810881418,39,18789.0,0.0,341.0,113.40375,81.72783024121894,6679.4382359375,46.0,174.25,0.02631578947368421,0.22721094008808154,0.12328918951037908,0.044348222237302386,0.001966764815609162,0.09283773781342665,0.15002241547023604,0.00526955816781516,0.011268419531927188,0.00897281946946355,0.0017115762177414295,2.929493149138057e-06,0.008081724111071569,0.010415626286376751
line_50_0.tsp,11565.0,11879.0,20473.0,3.9618113040924072,4.877816915512085,0.0415725708007812,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.26954576808967895,49,29573.0,0.0,461.0,152.4792,109.5409255363492,11999.21436736,58.0,234.0,0.020833333333333332,0.257499308440485,0.10333455280350444,0.04176213098436582,0.0017440755843553275,0.08165346067354805,0.11770050731437975,0.004167729863060305,0.00850842160097239,0.00674202284953152,0.0014013368067598091,1.9637448459797786e-06,0.005546446283664074,0.008113968751204159
line_50_1.tsp,16642.0,13324.0,28498.0,5.540175437927246,5.524014711380005,0.0407366752624511,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.2739423428404445,49,26960.0,0.0,488.0,164.9504,120.70892899798258,14570.645539840001,62.0,253.0,0.020833333333333332,0.24902916712483983,0.10689949712649675,0.04462179759230945,0.0019911048203690336,0.08561750759158941,0.1297259311231072,0.0034653465346534654,0.007834985609210105,0.006259601562237386,0.0012895319111095233,1.6628925497697795e-06,0.005325530974758977,0.007264145096488109
line_50_2.tsp,18451.0,19343.0,27735.0,4.750104665756226,6.042872905731201,0.0410468578338623,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.295465288781069,49,24685.0,0.0,491.0,180.564,129.39763021013945,16743.746703999997,71.0,271.0,0.020833333333333332,0.21218663581039537,0.10187282005891067,0.0384569238375661,0.0014789349910483596,0.07869739520260254,0.12427143112027655,0.00385432234720365,0.007238883143743537,0.005652223853774349,0.0011120722690706715,1.2367047316359922e-06,0.004641494667783855,0.006798808090655801
line_50_3.tsp,16710.0,16804.0,21970.0,3.998372077941896,6.712091445922852,0.0410354137420654,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.28060317094352777,49,18982.0,0.0,485.0,167.3456,119.64479663002483,14314.877360640001,69.0,250.0,0.020833333333333332,0.23566117589654784,0.10427869754230606,0.038691531353919284,0.0014970345985113192,0.08393804866886773,0.12450089125270265,0.003725102630378592,0.007792620865139949,0.006127840071316374,0.001232169795039963,1.5182424038088249e-06,0.005203637254592014,0.007138087524267643
line_50_4.tsp,14695.0,15879.0,19467.0,4.233505964279175,6.5193400382995605,0.0420334339141845,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.28548582999245115,49,28893.0,0.0,497.0,178.6664,130.3688855173657,16996.04631104,63.0,274.0,0.020833333333333332,0.3848493841310394,0.11183228733492022,0.06465909138494613,0.004180798098726814,0.0792693299813005,0.12689753703773776,0.0034344991939440667,0.007029120642662459,0.005698689696225682,0.0010297147076923326,1.060312379237906e-06,0.004955260069397711,0.006660323501427212
line_50_5.tsp,14866.0,13988.0,28456.0,4.677603960037232,4.965826988220215,0.0408854484558105,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.2836112624135981,49,18858.0,0.0,488.0,175.2672,128.35505990867674,16475.021404159997,59.0,284.0,0.020833333333333332,0.19135596754856837,0.09895095813165002,0.03346964023304994,0.0011202168173297955,0.08115470066279044,0.11962677915944037,0.0039766271709138126,0.0071595558153126826,0.005787573475593136,0.0010356814560219256,1.072636078347696e-06,0.004818128318123838,0.006741906674585077
line_50_6.tsp,11513.0,12361.0,18285.0,4.112323045730591,5.563222646713257,0.0405566692352294,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.26625079291962944,49,18117.0,0.0,488.0,163.3912,118.84055100242509,14123.076562559998,58.0,253.0,0.020833333333333332,0.24628353938396616,0.10250349157551937,0.03917992158428719,0.0015350662553508929,0.07878954237849287,0.12559491744790274,0.003428251591688239,0.007781483245990154,0.006226773999414711,0.0011327259881023619,1.2830681641224723e-06,0.005232838297242573,0.0071774134148129345
line_50_7.tsp,15204.0,16936.0,35184.0,5.88971734046936,5.631402015686035,0.0404644012451171,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.27552096293460726,49,23724.0,0.0,495.0,169.5872,121.52037852212278,14767.20239616,68.0,252.0,0.020833333333333332,0.2647432727635485,0.10324176213358902,0.04566906322609738,0.00208566333594928,0.08246265159970272,0.1203153390854174,0.003585016095990635,0.007601613403661185,0.0060265018311402825,0.0011928482065481822,1.422886843865215e-06,0.005126128140878575,0.00728301377840532
line_50_8.tsp,15866.0,16486.0,23210.0,5.104918003082275,5.345238447189331,0.0418910980224609,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.24798973870060084,49,18310.0,0.0,487.0,147.4496,107.29497779411672,11512.21225984,59.0,221.0,0.020833333333333332,0.24759154551299659,0.10493761591632293,0.0420225816387273,0.0017658973675835007,0.07834942995975695,0.12763209045200832,0.003936375321336761,0.009283819628647215,0.007096299746546333,0.0016880038042995855,2.849356843329873e-06,0.005956138982370902,0.008793771784284254
line_50_9.tsp,17212.0,16892.0,24460.0,3.771178960800171,5.308720111846924,0.0440385341644287,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.2682548054747446,49,23616.0,0.0,463.0,152.984,110.04771939481527,12110.500544,58.0,232.0,0.020833333333333332,0.2498508356041778,0.10059639018410088,0.04345933524009982,0.0018887138195113817,0.07468411250344426,0.11937909493360045,0.004183743169398907,0.008347529812606473,0.0066978525499630645,0.0013021138981555561,1.695500603769858e-06,0.005597441169750971,0.007805118674463882
line_60_0.tsp,23569.0,25349.0,47623.0,8.431230306625366,9.472960948944092,0.0706038475036621,GILS_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.27514950331835875,59,40615.0,0.0,589.0,200.09722222222223,142.87569186400214,20413.463325617282,78.0,307.25,0.017241379310344827,0.21861095555764634,0.08915075195638908,0.03682766455463137,0.0013562768765484519,0.070361543511843,0.10320900101242458,0.003235181224982179,0.006410952950124959,0.005121029485457134,0.0009769738842024442,9.544779704136111e-07,0.004207908799238911,0.005984570132585094
line_60_1.tsp,25839.0,25195.0,40529.0,8.078019618988037,10.805397748947144,0.0715994834899902,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2697153916614192,59,31683.0,0.0,579.0,192.49944444444444,138.33557026192273,19136.72999969136,74.0,295.0,0.017241379310344827,0.14704423017223586,0.08592066799137532,0.028087863228107364,0.0007889280607208659,0.06856470836871814,0.10346304964713106,0.0032401559668295897,0.006757530637956706,0.005349412525705542,0.0010900711388600682,1.188255087775686e-06,0.004440170707165835,0.006378038152178128
line_60_2.tsp,27298.0,27892.0,46012.0,9.848395109176636,8.547023057937622,0.0705816745758056,GILS_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.27672882552564854,59,33342.0,0.0,594.0,203.82888888888888,145.78503066306945,21253.2751654321,85.0,304.0,0.017241379310344827,0.1663783993731147,0.08470543525258614,0.02957924087901702,0.0008749314909789115,0.07008143195818908,0.10027554278733375,0.0032730500388327972,0.006404689535388624,0.005047965696356294,0.001011594701982064,1.023323841078181e-06,0.003922641259657913,0.00586893417328116
line_60_3.tsp,27960.0,25304.0,44792.0,6.394307613372803,8.92059588432312,0.0719225406646728,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2748268692237962,59,31470.0,0.0,592.0,198.2422222222222,141.07877703040617,19903.221328395062,81.0,291.0,0.017241379310344827,0.2085521782695223,0.0900021527832245,0.03179746403543743,0.0010110787190849369,0.07312709782627398,0.1042240541073544,0.0032453245324532455,0.00673977610235321,0.005228805735675926,0.001142988784332772,1.3064233611105082e-06,0.0041934413834182815,0.0062877045886378085
line_60_4.tsp,27777.0,21675.0,43669.0,7.287898063659668,10.577569007873535,0.0717859268188476,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2696622194279959,59,37675.0,0.0,596.0,196.9738888888889,140.369701884341,19703.653207098767,82.0,290.0,0.017241379310344827,0.21539748093810204,0.08648015419635519,0.0327397160528668,0.0010718890072223442,0.0712695126876641,0.104196628892508,0.0030603247056382593,0.006763728075203485,0.005257621930019861,0.0011447757948015683,1.3105116203635624e-06,0.004111093622434949,0.006394510006744541
line_60_5.tsp,27626.0,27032.0,46778.0,8.041392803192139,7.987145900726318,0.0708780288696289,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2860483993295989,59,35006.0,0.0,593.0,209.37222222222223,149.17451862222595,22253.03700617284,84.0,311.0,0.017241379310344827,0.20691176626700059,0.08880602786887212,0.031792941434952475,0.001010791125086318,0.07439297822427567,0.10967828111236577,0.0031131279020683834,0.006302072206793421,0.004913574444430506,0.001006697223332484,1.0134392994653333e-06,0.003924422629096055,0.005873742936453823
line_60_6.tsp,25233.0,25719.0,39375.0,6.805795431137085,9.831158876419067,0.0696768760681152,GILS_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2808523350610867,59,35405.0,0.0,591.0,207.22944444444445,148.40113476551102,22022.89679969136,79.0,319.25,0.017241379310344827,0.2225566983463128,0.08987926912413559,0.03468801665081257,0.0012032584991670502,0.06922278937145177,0.10998003843562576,0.0031139494379057372,0.006156735886465616,0.004934035718697326,0.0009352623478668647,8.747156593374404e-07,0.004037802117638736,0.005857862763302047
line_60_7.tsp,26820.0,26356.0,43414.0,8.909592390060425,10.600741386413574,0.0700109004974365,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.2718172960361859,59,33974.0,0.0,592.0,205.39222222222222,148.59082349995595,22079.23282839506,71.0,323.0,0.017241379310344827,0.153129273306119,0.08745828954715508,0.028793630122380964,0.0008290731356244845,0.07257204617101498,0.1077764860239707,0.002906117623879421,0.006140716069941716,0.004928126409752408,0.0008145410440477067,6.63477112438328e-07,0.004268561657184123,0.005720072031383567
