file,GILS_cost,DBMEA_cost,GRASP_cost,GILS_time,DBMEA_time,GRASP_time,min_method,n,m,ratio1,ratio2,density,avg_clustering,mst_size,tsp_approx,edge_min,edge_max,edge_mean,edge_std,edge_var,edge_q25,edge_q75,between_min,between_max,between_mean,between_std,between_var,between_q25,between_q75,closeness_min,closeness_max,closeness_mean,closeness_std,closeness_var,closeness_q25,closeness_q75
random_40_8.tsp,45373.0,44959.0,62971.0,3.435960292816162,2.5929229259490967,0.014514684677124,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.4099189527580805,39,57164.0,0.0,588.0,256.90875,126.966877268985,16120.587923437499,164.0,353.0,0.02631578947368421,0.0585130344239656,0.03480668231873484,0.008957428686127871,8.02355286670665e-05,0.027552856500224918,0.03754257438467964,0.002758328028856355,0.005063619839002856,0.0038767491752471463,0.0005547462328265024,3.0774338283519605e-07,0.003559390310638231,0.004141006583138671
random_40_9.tsp,42689.0,42482.0,56977.0,2.4636945724487305,2.1313257217407227,0.0140254497528076,DBMEA_cost,40,820,0.04878048780487805,20.5,1.0512820512820513,0.4183343282462094,39,52961.0,0.0,586.0,262.0575,130.39901914412548,17003.90419375,160.75,363.0,0.02631578947368421,0.05400359874044084,0.034549828985855416,0.008112775333509296,6.581712361199686e-05,0.028340080971659916,0.03975272657845889,0.0027189068600111544,0.00486648365360619,0.0038040797635946464,0.0005693781672501979,3.2419149734119437e-07,0.0033024409121960203,0.004263117403984643
random_50_0.tsp,59056.0,58111.0,84432.0,4.776275157928467,5.847266435623169,0.0270659923553466,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3788370364345078,49,83766.0,0.0,626.0,255.4296,132.05189981155135,17437.70424384,158.0,344.0,0.020833333333333332,0.06286420334314345,0.030796498145256174,0.009416256309935232,8.866588289439506e-05,0.0224010604422144,0.03736935069843233,0.0023200757575757578,0.005120702267739576,0.0039566695270135096,0.0006553163841633273,4.294395633528976e-07,0.0034612508408259357,0.00443013499737482
random_50_1.tsp,67646.0,64843.0,83402.0,4.561665296554565,5.094521522521973,0.027029275894165,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.4025269087778545,49,82187.0,0.0,606.0,261.7816,129.95720334571686,16888.87470144,157.0,362.0,0.020833333333333332,0.05123492143231519,0.030358088372770164,0.008310913740495866,6.9071287201963e-05,0.024397169582118565,0.03693364191037208,0.0027418723070896985,0.004960518323547277,0.0038303880333325595,0.0005736446832985808,3.290682226767291e-07,0.003385650073795787,0.004313201473791021
random_50_2.tsp,65034.0,59883.0,87616.0,4.832793951034546,5.618360996246338,0.0275390148162841,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3593593391101503,49,82311.0,0.0,612.0,235.516,122.64132478084211,15040.894543999999,142.0,321.0,0.020833333333333332,0.050476045855546346,0.03195454217755809,0.008489650526829777,7.207416606770112e-05,0.024548509880142528,0.03898946560063639,0.0026822859645281366,0.0057606395485539615,0.004328221965157294,0.0008331885904930886,6.942032273278596e-07,0.003671056123350006,0.0050156579151555605
random_50_3.tsp,61825.0,63014.0,85649.0,4.27149224281311,6.524445533752441,0.0271563529968261,GILS_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3958519841076673,49,75550.0,0.0,572.0,241.092,122.90288986024699,15105.120336000002,150.0,328.0,0.020833333333333332,0.05635232685610615,0.030967309389149933,0.00921597944447787,8.493427712103864e-05,0.02314342403628118,0.037140242854025084,0.0027314789007191038,0.005671296296296297,0.004233616640001265,0.0008337601477346028,6.951559839504267e-07,0.0036658233849419285,0.004935998345044263
random_50_4.tsp,65509.0,60521.0,86533.0,6.118112087249756,6.057598829269409,0.0278925895690917,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3524725124816971,49,82126.0,0.0,643.0,242.1736,122.72175790396746,15060.62986304,147.0,332.0,0.020833333333333332,0.05477415539347486,0.030929003275691657,0.00851574089518365,7.251784299390322e-05,0.023146967120181404,0.038784296387726645,0.0024977061881945152,0.005518639486428652,0.004181295468365417,0.000733233847117895,5.376318745593085e-07,0.0036870987485108386,0.004720503543136913
random_50_5.tsp,67656.0,65200.0,84427.0,5.569552898406982,5.935321807861328,0.0265233516693115,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.40453953634103734,49,86131.0,0.0,608.0,265.3368,131.61840359828105,17323.40416576,163.0,369.0,0.020833333333333332,0.05785017167505645,0.02981839409212359,0.008234036935268023,6.779936425135802e-05,0.022134151279559443,0.033336630915250715,0.0028349919000231426,0.004910803768290239,0.003774604542256037,0.00056035288551095,3.139953563004479e-07,0.003281160175398207,0.004193590926591049
random_50_6.tsp,70371.0,67545.0,94525.0,5.246710538864136,7.2336649894714355,0.0280365943908691,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3592275655419708,49,80420.0,0.0,665.0,255.112,128.14159143697256,16420.267456,158.0,347.0,0.020833333333333332,0.0566553391808494,0.031096160910304697,0.008535494373255967,7.285466419588428e-05,0.0235410367850844,0.036313930542246874,0.0025277276244518956,0.005246814434093586,0.0039654762879092085,0.0006855818695496654,4.700224998552144e-07,0.0035123169620213165,0.004610502468676772
random_50_7.tsp,58813.0,58391.0,81939.0,5.261966228485107,5.360777139663696,0.0269584655761718,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3741106852699033,49,71559.0,0.0,558.0,223.3264,116.85255265949478,13654.51906304,136.0,307.0,0.020833333333333332,0.052934323468677894,0.0325010770289609,0.009022437907212745,8.140438578950952e-05,0.024465960793392576,0.03958540025555648,0.0029455966336038473,0.0060278016976257846,0.004569340392101996,0.0008835614160867788,7.806807759972739e-07,0.0038399414533996875,0.005402734479189798
random_50_8.tsp,65769.0,62079.0,78182.0,3.986534357070923,5.738337516784668,0.0275330543518066,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.3919698532773384,49,70837.0,0.0,612.0,256.3072,125.43774243886885,15734.62722816,166.0,354.0,0.020833333333333332,0.052766720820541034,0.030373315035900864,0.008862234622834983,7.853920251017512e-05,0.022248195957581027,0.036495430755509733,0.0026874348708385894,0.005209994683678894,0.0039215600736565185,0.0006274794201991249,3.9373042277342993e-07,0.0033854252972420687,0.0043526540181352165
random_50_9.tsp,68064.0,66787.0,93133.0,5.2194983959198,5.368332624435425,0.0275356769561767,DBMEA_cost,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.38944832083324527,49,81068.0,0.0,623.0,258.6504,127.81999287998728,16337.950579839999,161.0,351.0,0.020833333333333332,0.05136462782856132,0.03041634931937674,0.007784358139515243,6.059623164423721e-05,0.023516127438321315,0.035038193913742,0.0027130280715353524,0.005161698093331929,0.003896386480351037,0.0006469582856617973,4.1855502338645175e-07,0.0034290318310210813,0.004431469279504751
random_60_0.tsp,96803.0,91714.0,123906.0,8.783329963684082,8.835944175720215,0.0482192039489746,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.4052292015066251,59,116141.0,0.0,620.0,271.2994444444444,135.08557699030075,18248.11311080247,167.0,374.0,0.017241379310344827,0.04905319105925092,0.026454407754566204,0.008055355717449643,6.488875573464865e-05,0.019174772480587795,0.030938780952514084,0.0027764705882352943,0.004854768369949807,0.003709155117849661,0.0005643952047102158,3.185419470998863e-07,0.003228440121753675,0.004077361406283673
random_60_1.tsp,97938.0,92566.0,122575.0,7.317185163497925,9.042350053787231,0.0455601215362548,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.3744506621126607,59,105727.0,0.0,656.0,264.1738888888889,130.26426680828004,16968.779207098767,166.0,362.25,0.017241379310344827,0.045131823256105916,0.02597454901004477,0.007419182557281599,5.5044269818271536e-05,0.018860802649522695,0.03163756088992155,0.0026253726694255328,0.0050063640220619435,0.00381989120614858,0.0006049069450390319,3.659124121564544e-07,0.0033475656681368803,0.004270955118992637
random_60_2.tsp,95758.0,91862.0,132214.0,7.489115715026855,9.960541725158691,0.0464732646942138,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.3971906793385047,59,106358.0,0.0,599.0,254.67666666666668,124.9506743123506,15612.671011111112,160.0,347.0,0.017241379310344827,0.05154713121860269,0.026355802030493963,0.007924300282753106,6.279453497124095e-05,0.0201042387921406,0.030566845177216653,0.002786699414320801,0.005217545100813584,0.00395950633873322,0.0006266408657553339,3.926787746345944e-07,0.0034368599196665482,0.004365973209814309
random_60_3.tsp,86049.0,81094.0,129336.0,10.133267641067505,8.38442063331604,0.0465469360351562,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.38712624557897096,59,100644.0,0.0,631.0,263.99611111111113,131.54071396081514,17302.95942932099,162.0,363.0,0.017241379310344827,0.04753717487743211,0.026650828458160438,0.007860394997501087,6.17858095167401e-05,0.01963439184362621,0.031567567607958515,0.002686825447424746,0.004995343324019981,0.0038106721697325563,0.0005661559029545942,3.205325064503318e-07,0.0033159629554281897,0.004192016641288513
random_60_4.tsp,94169.0,90553.0,128995.0,7.459946870803833,9.195902824401855,0.0492300987243652,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.41696801289721613,59,106423.0,0.0,590.0,264.15055555555557,128.30559916647883,16462.326777469134,165.75,362.0,0.017241379310344827,0.040906541701171154,0.02621393648857277,0.00688066241671654,4.7343515292815494e-05,0.019335296497774573,0.03170542090839185,0.002804582402433807,0.005013596193065941,0.00380579759476306,0.0005684681999041703,3.231560943022877e-07,0.0033291670359216897,0.004265720673257181
random_60_5.tsp,92507.0,84558.0,122182.0,9.182018041610718,8.604669332504272,0.0475456714630126,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.40223233459112173,59,100072.0,0.0,600.0,258.8561111111111,126.44593867380148,15988.575407098766,166.0,354.0,0.017241379310344827,0.04093440144220883,0.02583270242921209,0.006972392143299691,4.861425219994725e-05,0.018934729064039403,0.03083289701754408,0.002851619139681005,0.00502426977773993,0.003903533108527538,0.0006411749397727259,4.111053033925587e-07,0.003365039155745992,0.004449346395157153
random_60_6.tsp,93972.0,94351.0,125278.0,8.38266921043396,8.647951364517212,0.0465493202209472,GILS_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.3710507020252823,59,100680.0,0.0,677.0,270.6838888888889,134.3170402294052,18041.067295987654,168.75,373.0,0.017241379310344827,0.04487887557263174,0.026358290392158413,0.007201097794398732,5.1855809444494285e-05,0.019351674041913666,0.03270520573205059,0.002431485678961467,0.0048147543659213315,0.0037225904567044447,0.0005686909240760012,3.2340936712641616e-07,0.0033142414029303235,0.004143893813152813
random_60_7.tsp,88214.0,87910.0,115850.0,6.841705560684204,8.675896883010864,0.0469844341278076,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.3688151248939436,59,112401.0,0.0,609.0,240.01111111111112,120.27808006120598,14466.816543209878,152.0,325.0,0.017241379310344827,0.0573369975905871,0.027047813224143156,0.009089841599832336,8.262522031004248e-05,0.01967660237677771,0.0329597228153182,0.0027735990974050396,0.005620653520053348,0.00424929311016758,0.0007919354303665808,6.271617258699015e-07,0.0036508404464490347,0.004860683846719414
random_60_8.tsp,91249.0,86803.0,118752.0,8.336892366409302,10.507436990737917,0.047548770904541,DBMEA_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.3304847082646167,59,108744.0,0.0,678.0,239.1761111111111,120.58562004921782,14540.891762654323,148.0,321.25,0.017241379310344827,0.045850218873707396,0.026832074157802675,0.008437588304377075,7.119289639416081e-05,0.019240242366722723,0.03322300776892198,0.0027074155653450806,0.005689488910318226,0.0042705629987359415,0.0008057770021213165,6.492765771476161e-07,0.0037118063887385117,0.004932513541935356
random_60_9.tsp,84643.0,85716.0,125099.0,7.421083211898804,9.194000005722046,0.0465540885925293,GILS_cost,60,1830,0.03278688524590164,30.5,1.0338983050847457,0.35196680198569513,59,100876.0,0.0,673.0,254.12833333333333,128.24189243379092,16445.982975,158.0,340.0,0.017241379310344827,0.054784669428233033,0.02618916469066774,0.0075544359867451396,5.706950307783001e-05,0.02094786205724715,0.03141973789012822,0.002677923021060276,0.005239321552260013,0.003997352079421021,0.0006979895250566103,4.871893770887523e-07,0.003443782061025633,0.004521852431643988
random_70_0.tsp,112918.0,108972.0,160127.0,14.133095264434814,15.342331886291504,0.0735771656036377,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.37776584319909745,69,127778.0,0.0,666.0,271.72,133.3862642011951,17791.89547755102,167.0,374.0,0.014705882352941176,0.03534833298596928,0.023049702586729694,0.006267248464083433,3.927840331055615e-05,0.01782111395282751,0.028596469892457527,0.002475069947628955,0.004857786539003098,0.003717933306999495,0.0005745465011043595,3.3010368193126183e-07,0.0032240354506628713,0.004131987547936297
random_70_1.tsp,109843.0,109336.0,174404.0,13.501574754714966,19.25619649887085,0.0720839500427246,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.4020888022377447,69,105556.0,0.0,617.0,268.9371428571429,132.79863584251402,17635.47768163265,165.0,373.0,0.014705882352941176,0.04273808672606422,0.02382783334790096,0.00726587372964284,5.279292105511396e-05,0.017145704145436397,0.028654198333812123,0.002806931901391262,0.00476223341845538,0.0037487737692590167,0.0005537602722639698,3.066504391378659e-07,0.0032745344907273008,0.004174094394771987
random_70_2.tsp,113262.0,109476.0,171060.0,11.605632066726685,18.910083055496216,0.0736012458801269,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.37946092763473166,69,120115.0,0.0,622.0,253.8930612244898,127.67297827036396,16300.389380424826,156.0,345.0,0.014705882352941176,0.049015373376247076,0.02372360915059745,0.007827638057722321,6.127191756270286e-05,0.016705070353741542,0.028912555996310842,0.002702702702702703,0.00536047234307023,0.004024463390437744,0.000759186375943349,5.76363953417996e-07,0.0033748129971381434,0.0047551273141159586
random_70_3.tsp,107722.0,104273.0,189628.0,15.408621311187744,13.870874404907228,0.0720882415771484,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.3778783817236479,69,116816.0,0.0,668.0,272.47591836734694,134.44953697020878,18076.67799150354,169.0,377.0,0.014705882352941176,0.03871388154449681,0.023059613805263255,0.006787569440656318,4.607109891173152e-05,0.01661829264035951,0.028076261934112192,0.0025462194176906895,0.0048167539267015705,0.0037090940532832836,0.000571790271821788,3.2694411495003425e-07,0.0033043216471234814,0.0041374476593979085
random_70_4.tsp,112054.0,110602.0,158688.0,14.04550552368164,15.673139572143556,0.0735740661621093,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.3490953680832261,69,140656.0,0.0,662.0,248.19755102040816,122.27626529800044,14951.485055226987,157.0,333.0,0.014705882352941176,0.03985654895197726,0.023414930987706955,0.00670555051185818,4.496440766708151e-05,0.017427394465437944,0.02853317529167913,0.0026692456479690523,0.005350081414282391,0.0040886277661496785,0.0006714325488099556,4.5082166760143344e-07,0.003665046803767235,0.004597791462933334
random_70_5.tsp,107544.0,106967.0,158143.0,12.18086862564087,20.913184642791748,0.0725657939910888,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.3645578558131506,69,129953.0,0.0,611.0,239.14163265306124,118.81381740141889,14116.723205497708,146.0,327.0,0.014705882352941176,0.041688776791078574,0.024019031395863383,0.007585415956342729,5.753853523073888e-05,0.017705416342324906,0.03033798276587719,0.0027921657494334737,0.005651568515029896,0.004260028301726776,0.0007531339851136598,5.672107995331824e-07,0.003703621276580326,0.004921014175601951
random_70_6.tsp,119947.0,119499.0,194386.0,12.111984968185425,18.986730575561523,0.0730996131896972,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.4095594589151725,69,131760.0,0.0,618.0,271.53877551020406,130.14241934429504,16937.049312786337,173.0,369.0,0.014705882352941176,0.04217188650150398,0.02299546632446236,0.007609174122492598,5.789953082641101e-05,0.016011257379543824,0.02942107804193144,0.002706413022161208,0.004888070274865401,0.003715431414656446,0.0005738080476716279,3.2925567557272514e-07,0.003274044066198328,0.004200794876195642
random_70_7.tsp,107003.0,107294.0,150014.0,14.599049091339111,20.79347276687622,0.0741171836853027,GILS_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.3887644543019191,69,129332.0,0.0,597.0,250.83591836734695,125.25197792920083,15688.057975177011,158.0,345.0,0.014705882352941176,0.0492577446570425,0.024555760907903297,0.008709663404798756,7.585823662489067e-05,0.016404492322628455,0.03001773422067222,0.0027447392497712718,0.005351326198231736,0.00404708891350614,0.0006830095868509002,4.665020957302374e-07,0.0034872385180667173,0.00460784632921977
random_70_8.tsp,111275.0,105990.0,169429.0,16.279616355895996,17.184031009674072,0.0740818977355957,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.36522463299305263,69,121123.0,0.0,612.0,240.70244897959185,120.13810774595215,14433.164932778009,150.0,329.0,0.014705882352941176,0.042184217349559405,0.023969732866950665,0.007344664104771604,5.394409081192047e-05,0.017496851538623702,0.0290627599278265,0.0028854597917450757,0.0055107419535180896,0.004221914512361024,0.0007153351442477957,5.117043685960147e-07,0.0035894934595977228,0.004712953809051438
random_70_9.tsp,105662.0,104231.0,164202.0,13.918368339538574,16.526702165603638,0.0726683139801025,DBMEA_cost,70,2485,0.028169014084507043,35.5,1.0289855072463767,0.3490480488016585,69,110569.0,0.0,624.0,233.46367346938774,114.98667405832477,13221.935210995418,148.0,315.0,0.014705882352941176,0.045865750601026545,0.02403242344153084,0.0077362992247745925,5.9850325695247964e-05,0.017871003344571285,0.029679091815995123,0.0028511218544688237,0.005736614566012637,0.004368061534580659,0.0008030724515493893,6.449253624375463e-07,0.0037558218551677694,0.005204852785762252
random_80_0.tsp,132738.0,130842.0,211923.0,18.775662660598755,24.58960008621216,0.1091248989105224,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.3910798299187285,79,155420.0,0.0,645.0,273.436875,132.85303587135064,17649.929140234377,169.0,375.0,0.01282051282051282,0.03592095135435116,0.021611587741755086,0.0065411645417708724,4.278683356252055e-05,0.015844811116126893,0.02667855773343232,0.0026277275146354443,0.0048153114714128975,0.003686437443640536,0.000518069317033795,2.683958172518627e-07,0.00323774381859714,0.004089260972310119
random_80_1.tsp,131617.0,133278.0,225275.0,17.643983364105225,20.651154279708862,0.1081132888793945,GILS_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.3751770189023009,79,160919.0,0.0,625.0,252.1584375,123.61052831396925,15279.562710058593,156.75,343.0,0.01282051282051282,0.0375957007438527,0.021856690820765405,0.007395459475656406,5.4692820856076116e-05,0.014995129602058316,0.027719592094442757,0.0026335966930026338,0.00531986531986532,0.004030802682498807,0.0006694733018388048,4.481945018749515e-07,0.003477337648635748,0.004564038030647138
random_80_2.tsp,153066.0,141236.0,214745.0,18.56432580947876,23.9418785572052,0.110422134399414,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.38230338232863675,79,156529.0,0.0,656.0,270.90875,132.36835129077306,17521.380423437502,168.0,370.0,0.01282051282051282,0.03832307463043315,0.021990568479183965,0.007153699444494411,5.117541574215965e-05,0.015638549558877182,0.02685166769546786,0.002685795879513157,0.004837425754699651,0.003736063853560677,0.0005749739395963867,3.305950312149894e-07,0.0033494989730271435,0.004235938149163229
random_80_3.tsp,134542.0,130245.0,216097.0,19.55303692817688,23.72828507423401,0.1095645427703857,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.3919317890717826,79,157488.0,0.0,608.0,256.82,125.12659379604321,15656.664475,163.0,349.0,0.01282051282051282,0.042505356879196494,0.020770431575523503,0.006711020257845686,4.5037792901215174e-05,0.014205687189612376,0.025248732882162027,0.002885423134519157,0.005274754623756426,0.003954917250324209,0.0006729357898940501,4.528425773203291e-07,0.0033762243166954925,0.0044700546719681905
random_80_4.tsp,133386.0,133276.0,217632.0,16.983099222183228,24.44328212738037,0.1091220378875732,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.39455522872775833,79,163453.0,0.0,644.0,274.6971875,131.17342715691254,17206.46799208984,174.0,375.0,0.01282051282051282,0.03414001717337954,0.020397371024220103,0.006077402017029639,3.6934815276595924e-05,0.014691683203860982,0.025161308425990583,0.0026108797673342586,0.00475473969304845,0.00366173003488444,0.0004973884044525433,2.473952248838468e-07,0.003300020317823503,0.004035570490848301
random_80_5.tsp,143936.0,136088.0,216703.0,18.008957147598267,26.900006532669067,0.1091518402099609,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.3821504771109406,79,157200.0,0.0,589.0,241.48375,117.31461060301696,13762.7178609375,152.0,327.0,0.01282051282051282,0.040900078369497106,0.022161817449666592,0.007705464436378463,5.937418218029326e-05,0.015729039886304606,0.026861226710269727,0.0029192225260512897,0.005526021264689424,0.004215057686489722,0.0007263571738771799,5.275947440428437e-07,0.003682060619768716,0.004887406860059041
random_80_6.tsp,132907.0,141671.0,223414.0,19.55220103263855,25.123029232025143,0.109349250793457,GILS_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.375045371376861,79,161856.0,0.0,621.0,250.40875,120.98682954535795,14637.8129234375,156.0,340.0,0.01282051282051282,0.04077759294173546,0.0209859850056354,0.006847711000827385,4.6891145950852385e-05,0.014407959305111209,0.026655143129597148,0.0026140763045564342,0.0053227327853389034,0.0040429822581230426,0.0006288226651360963,3.9541794418886313e-07,0.0035856658527494804,0.004565748290710366
random_80_7.tsp,146895.0,136462.0,195469.0,19.36063122749329,24.331931114196777,0.110480785369873,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.38263615426729125,79,150373.0,0.0,645.0,267.1403125,129.95505953945136,16888.317499902347,168.0,365.0,0.01282051282051282,0.03697072689539249,0.021112707489567072,0.0062810123718611685,3.9451116415473065e-05,0.015523788844139382,0.025597714214377933,0.00258880587232927,0.004915074970447334,0.0037756932562982883,0.0005325761532838235,2.8363735904659467e-07,0.0034291291988486645,0.00415651574102671
random_80_8.tsp,142529.0,139155.0,215167.0,19.49606347084045,25.463200569152832,0.10911226272583,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.3898560429845682,79,154484.0,0.0,622.0,261.2753125,127.74179823193089,16317.967015527342,164.0,358.0,0.01282051282051282,0.04356882904441175,0.020949428324209173,0.006718752569661781,4.514163609233679e-05,0.015531257336592243,0.024715204645416926,0.002707890587509426,0.005070603337612323,0.0038825870931909466,0.0006237409654988187,3.890527920413985e-07,0.003407194166394889,0.004337629761738371
random_80_9.tsp,140760.0,139368.0,201152.0,14.9140727519989,26.53094744682312,0.1096127033233642,DBMEA_cost,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.38139761602985933,79,158037.0,0.0,631.0,259.5509375,124.32286055014617,15456.173655371093,164.0,355.0,0.01282051282051282,0.037565560298147664,0.021265877778326288,0.007059598037826503,4.983792445568381e-05,0.01560310745927152,0.02606973261817916,0.0027548209366391185,0.0050990770025172655,0.0038838667832072752,0.000555183988040498,3.082292605765519e-07,0.003562903282444313,0.004208038291105548
random_90_0.tsp,150414.0,150191.0,241012.0,27.78978157043457,35.18444466590881,0.1590049266815185,DBMEA_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.3603369137159993,89,173870.0,0.0,651.0,253.58987654320987,124.24606587401448,15437.084885169945,160.0,344.0,0.011363636363636364,0.03817512383676323,0.01990979115401198,0.006642736191734843,4.4125944112983927e-05,0.014561880333399578,0.02467927845063734,0.002747422362165833,0.005159420289855073,0.00400864922274112,0.0006378520786940529,4.068552742943242e-07,0.0035405833332615615,0.004531649220688093
random_90_1.tsp,160837.0,164440.0,250490.0,24.844539642333984,35.40860652923584,0.1541838645935058,GILS_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.3575440396150737,89,186122.0,0.0,653.0,251.81358024691357,124.27345222004578,15443.890926688004,157.0,340.0,0.011363636363636364,0.040302842520624854,0.020084864452865586,0.006810003965504032,4.637615401018064e-05,0.013932033426034465,0.02504062918976288,0.0026833901166822445,0.005375045295325522,0.0040524746852629,0.0007029342982753032,4.941166276917929e-07,0.003470563625122969,0.004592090396866366
random_90_2.tsp,176426.0,164052.0,265225.0,33.26631045341492,34.80820035934448,0.1543993949890136,DBMEA_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.3749387858441834,89,194240.0,0.0,634.0,256.5130864197531,123.34780476302257,15214.680939856731,162.0,348.0,0.011363636363636364,0.040978706660879306,0.019666416341012714,0.006816771127405382,4.6468368603427643e-05,0.013396651945187743,0.023954160355981448,0.0028181501535733513,0.005254767668418256,0.0039502901369458075,0.0006231089572031283,3.8826477254677e-07,0.003486063264501646,0.004393326301300014
random_90_3.tsp,152983.0,155122.0,238631.0,23.40960478782653,37.37482714653015,0.1552011966705322,GILS_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.3801250949331826,89,185115.0,0.0,603.0,247.32543209876542,120.99277101198636,14639.250637158968,156.0,332.0,0.011363636363636364,0.04079770157631026,0.02012005804761239,0.006891099993166932,4.748725911582529e-05,0.01370217649142626,0.02497686172331677,0.002803767759821063,0.005359508611345297,0.00411457240996028,0.0006756476484779094,4.5649974489372867e-07,0.003644144516388678,0.004670911519914087
random_90_4.tsp,169955.0,169103.0,275954.0,29.26184248924256,42.40257096290589,0.1565196514129638,DBMEA_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.3808076654958179,89,202272.0,0.0,670.0,276.47234567901234,133.3729213476963,17788.33614881878,174.0,377.0,0.011363636363636364,0.03611591347271641,0.019579674491359635,0.006544741344431411,4.283363926550988e-05,0.014180999728850474,0.02390384731342983,0.002598236702282945,0.004734294377360498,0.0036515756517553144,0.0005241682948509625,2.7475240132696554e-07,0.0033045926770087285,0.003992567832489251
random_90_5.tsp,175254.0,170920.0,253114.0,29.601629734039307,52.710628032684326,0.1551446914672851,DBMEA_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.39150958134413527,89,190613.0,0.0,603.0,254.52666666666667,122.13455403320098,14916.84928888889,163.0,344.0,0.011363636363636364,0.0347750245357663,0.019539970826506256,0.006633358568235488,4.400144589478317e-05,0.012964372873552607,0.024389184940911253,0.002706894978557742,0.005235602094240838,0.0039786879812028,0.0006091291715862074,3.710383476772993e-07,0.003450353274480595,0.004393055074413968
random_90_6.tsp,168414.0,164184.0,252535.0,23.5686149597168,44.21675658226013,0.152646780014038,DBMEA_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.3840507137867954,89,193417.0,0.0,594.0,245.80098765432098,119.77128780196274,14345.161381740589,154.0,332.0,0.011363636363636364,0.04130163563769029,0.020366437533778623,0.007698704215149631,5.9270046592362706e-05,0.013307086810023482,0.026314924894490496,0.0027683598245668607,0.005465487595185458,0.0041403635397323,0.0006911363200350553,4.776694128715984e-07,0.003578142826444181,0.004674001996559386
random_90_7.tsp,168198.0,158205.0,276743.0,26.55540442466736,48.150832176208496,0.1553587913513183,DBMEA_cost,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.37876317986935515,89,188117.0,0.0,634.0,259.501975308642,127.40553943051157,16232.171477579639,163.0,353.0,0.011363636363636364,0.0369145628061909,0.019679267468657273,0.006759849571463988,4.569556622882187e-05,0.013580927180582443,0.024741464377737228,0.0026015784858228587,0.005158224179900313,0.00391800845066241,0.0006429998250246079,4.134487749816764e-07,0.003444359769697773,0.004416477565029509
