file,n,m,ratio1,ratio2,density,min,max,mean,std,var,GILS_cost,GILS_time,GRASP_cost,GRASP_time,DBMEA_cost,DBMEA_time
line_80_1.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,788.0,256.01375,183.32032023465786,33606.339810937505,46890.0,18.236986875534058,73692.0,0.16168427467346191,48158.0,24.561794996261597
line_80_2.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,761.0,244.0165625,174.13999946360283,30324.739413183597,47561.0,15.759841680526733,84493.0,0.16518449783325195,43415.0,23.697723150253296
line_80_3.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,789.0,239.9834375,171.9637590109718,29571.534413183592,43901.0,18.454696893692017,82319.0,0.16270232200622559,48665.0,23.54796862602234
line_80_4.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,775.0,248.1875,176.8896826944692,31289.95984375,34322.0,28.647213459014893,107270.0,0.1662130355834961,32076.0,20.92099404335022
line_80_5.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,785.0,250.7378125,182.34599411617148,33250.06157021484,37775.0,15.331012725830078,80487.0,0.16238856315612793,44365.0,21.795313596725464
line_80_6.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,795.0,271.021875,195.4679469158163,38207.71827148437,38554.0,24.068476676940918,116352.0,0.16266345977783203,45538.0,20.904661655426025
line_80_7.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,769.0,255.5659375,182.16002244522835,33182.2737772461,48943.0,16.89296269416809,95749.0,0.16369247436523438,46335.0,25.06234908103943
line_80_8.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,785.0,289.48625,207.75769795831272,43163.2610609375,39222.0,11.982096433639526,69946.0,0.16465306282043457,37452.0,20.407352447509766
line_80_9.tsp,80,3240,0.024691358024691357,40.5,1.0253164556962024,0.0,779.0,273.6059375,196.1470829562502,38473.678152246095,49533.0,15.524739980697632,81711.0,0.16262197494506836,49747.0,23.091121196746826
line_90_0.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,867.0,303.05555555555554,215.89948078323192,46612.58580246913,60579.0,24.80458354949951,132701.0,0.2317657470703125,59731.0,42.30945658683777
line_90_1.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,858.0,281.3664197530864,206.85173448040555,42787.6400575522,48028.0,23.071099042892456,88994.0,0.2353074550628662,41226.0,38.88877487182617
line_90_2.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,867.0,302.04148148148147,215.50870340255324,46444.00124224966,60294.0,23.299392223358154,112956.0,0.23326897621154785,61926.0,37.96606469154358
line_90_3.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,868.0,290.86567901234565,208.15261787506455,43327.51232824264,46758.0,35.14115619659424,157598.0,0.23122215270996094,53838.0,49.93653845787048
line_90_4.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,883.0,302.18666666666667,216.08756734364388,46693.836760493825,54936.0,29.067554235458374,131988.0,0.23598361015319824,57484.0,43.23076343536377
line_90_5.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,889.0,319.53827160493825,226.90898842732392,51487.68902911142,55730.0,35.47709774971008,157350.0,0.2338573932647705,57558.0,36.326974630355835
line_90_6.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,888.0,297.6874074074074,211.91780159191455,44909.15463155007,48884.0,30.19144368171692,128976.0,0.23237228393554688,45916.0,37.34899020195007
line_90_7.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,862.0,249.93283950617283,181.71242898462603,33019.40684749276,51464.0,28.821121215820312,124368.0,0.23250985145568848,49038.0,44.48333811759949
line_90_8.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,889.0,316.8101234567901,226.89483014581523,51481.26394689834,60845.0,28.28200602531433,123373.0,0.23105788230895996,65825.0,39.74504995346069
line_90_9.tsp,90,4095,0.02197802197802198,45.5,1.0224719101123596,0.0,875.0,293.4708641975309,209.5011211626061,43890.71976838896,60959.0,29.666181087493896,118075.0,0.2299485206604004,58315.0,44.56393837928772
