file,n,m,ratio1,ratio2,density,min,max,mean,std,var,GILS_cost,GILS_time,GRASP_cost,GRASP_time,DBMEA_cost,DBMEA_time,Min_val,Min_col
mod_eil76.tsp,77,3003,0.0256410256410256,39.0,1.0263157894736843,0.0,1399.0,66.7589812784618,210.26218787801,44210.18765124759,21067.0,15.847935199737549,27892.0,0.1006219387054443,20560.0,23.675825119018555,20560.0,DBMEA_cost
mod_gr96.tsp,97,4753,0.0204081632653061,49.0,1.0208333333333333,1.0,14025.0,3957.8653416941215,2201.669974889056,4847350.678327976,2303370.0,33.55856776237488,3962806.0,0.1927237510681152,2367461.0,38.13759350776672,2303370.0,GILS_cost
mod_kroA100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141277.0,4390.3462405646505,19093.64469947324,364567267.9097224,1225730.0,46.038737773895264,2152375.0,0.2168233394622802,1224693.0,77.14578604698181,1224693.0,DBMEA_cost
mod_kroB100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141320.0,4366.089991177336,19084.078980223752,364202070.52341807,1261618.0,49.00820469856262,2226265.0,0.2180593013763427,1310492.0,61.264394998550415,1261618.0,GILS_cost
mod_kroC100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141395.0,4382.6850308793255,19110.256263455907,365201894.45495576,1262474.0,34.45268368721008,2088618.0,0.2222208976745605,1258274.0,76.32413244247437,1258274.0,DBMEA_cost
mod_kroD100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141208.0,4316.144691696893,19123.7448207936,365717615.9708298,1256498.0,38.85083961486816,2175523.0,0.2159709930419922,1271251.0,69.12156581878662,1256498.0,GILS_cost
mod_kroE100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141277.0,4410.90951867464,19089.76125175749,364418984.6491017,1260413.0,49.1514790058136,2309998.0,0.461771011352539,1299854.0,65.90412926673889,1260413.0,GILS_cost
mod_lin105.tsp,106,5671,0.0186915887850467,53.5,1.019047619047619,0.0,141325.0,3760.1495194019226,18809.230309617364,353787144.8402285,828646.0,36.85026240348816,1368192.0,0.2542247772216797,891887.0,69.89092063903809,828646.0,GILS_cost
mod_pr107.tsp,108,5886,0.018348623853211,54.5,1.0186915887850467,0.0,132200.0,7587.617283950617,16641.118402988843,276926821.7022939,2298171.0,49.94424915313721,4356131.0,0.2644596099853515,2333166.0,64.51802110671997,2298171.0,GILS_cost
mod_pr76.tsp,77,3003,0.0256410256410256,39.0,1.0263157894736843,0.0,140715.0,10578.913476134256,19650.864305106235,386156467.9376983,3738172.0,14.904951095581056,5687786.0,0.0976319313049316,4267254.0,25.80138349533081,3738172.0,GILS_cost
mod_rat99.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,1406.0,108.2848,176.42795041874743,31126.821688960004,63993.0,31.700262308120728,99191.0,0.2127726078033447,64328.0,72.22724914550781,63993.0,GILS_cost
mod_st70.tsp,71,2556,0.0277777777777777,36.0,1.0285714285714285,0.0,1403.0,87.27117635389804,213.14910374868603,45432.54042886813,25201.0,16.0758216381073,35934.0,0.075700044631958,24686.0,15.771074056625366,24686.0,DBMEA_cost
pr107.tsp,107,5778,0.0185185185185185,54.0,1.018867924528302,0.0,10691.0,5353.732203685911,3134.1516036546373,9822906.274690934,2113117.0,46.112234115600586,4091497.0,0.2660596370697021,2188050.0,60.45160079002381,2113117.0,GILS_cost
pr76.tsp,76,2926,0.0259740259740259,38.5,1.0266666666666666,0.0,22674.0,7459.237534626039,3982.505723662762,15860351.839006666,3466012.0,12.177507638931274,5131147.0,0.0950965881347656,3715885.0,22.70819664001465,3466012.0,GILS_cost
random_100_0.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,645.0,251.964,121.29356250024156,14712.128304000002,199443.0,38.02773690223694,343833.0,0.2137091159820556,193832.0,67.89569044113159,193832.0,DBMEA_cost
random_100_1.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,653.0,261.6642,125.9465896257616,15862.54343836,191675.0,47.25315523147583,338273.0,0.2122659683227539,179287.0,70.39653182029724,179287.0,DBMEA_cost
random_100_2.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,610.0,253.213,122.41019904811854,14984.256831,191650.0,37.48313283920288,319186.0,0.2124323844909668,187390.0,73.69952845573425,187390.0,DBMEA_cost
random_100_3.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,676.0,265.8194,130.13763169675406,16935.803183640004,197804.0,31.77650046348572,318863.0,0.2117538452148437,190321.0,71.80225682258606,190321.0,DBMEA_cost
random_100_4.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,623.0,258.5526,124.01530886644602,15379.796833240003,186810.0,37.75858783721924,340719.0,0.2117507457733154,189495.0,69.92271280288696,186810.0,GILS_cost
random_100_5.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,635.0,248.6112,121.85830802436082,14849.44723456,197788.0,34.089958906173706,325912.0,0.2130312919616699,189798.0,63.9948468208313,189798.0,DBMEA_cost
random_100_6.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,649.0,283.3196,135.7672473604735,18432.74545584,203193.0,33.0801465511322,319264.0,0.2097065448760986,200232.0,52.40556645393372,200232.0,DBMEA_cost
random_100_7.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,655.0,266.254,128.9432289187765,16626.356284,194358.0,37.59553003311157,291695.0,0.2162482738494873,187703.0,62.71569561958313,187703.0,DBMEA_cost
random_100_8.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,677.0,267.9704,131.69014057187425,17342.293123839998,198252.0,39.41764283180237,326676.0,0.2117364406585693,196737.0,60.39082169532776,196737.0,DBMEA_cost
random_100_9.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,618.0,256.4242,123.96363924296512,15366.98385436,195801.0,44.00591206550598,331554.0,0.2135164737701416,183864.0,68.16908621788025,183864.0,DBMEA_cost
random_10_0.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,481.0,220.3,131.50091254436222,17292.49,5118.0,0.0897662639617919,6067.0,0.0,5118.0,0.0373623371124267,5118.0,GILS_cost
random_10_1.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,541.0,262.42,157.31320224316838,24747.4436,5093.0,0.0610702037811279,5093.0,0.0,5093.0,0.0460224151611328,5093.0,GILS_cost
random_10_2.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,455.0,240.04,138.01868858962544,19049.1584,5313.0,0.084111213684082,7487.0,0.0,5313.0,0.0455436706542968,5313.0,GILS_cost
random_10_3.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,519.0,252.24,148.09815123761675,21933.0624,6001.0,0.128577709197998,9599.0,0.0,6001.0,0.053556203842163,6001.0,GILS_cost
random_10_4.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,500.0,220.76,127.21942618955644,16184.7824,5650.0,0.0755989551544189,6255.0,0.0,5650.0,0.0455608367919921,5650.0,GILS_cost
random_10_5.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,504.0,246.16,139.66837294104917,19507.2544,5818.0,0.1156141757965087,7504.0,0.0,5818.0,0.0390295982360839,5818.0,GILS_cost
random_10_6.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,511.0,220.12,125.22310329967073,15680.8256,5566.0,0.1166017055511474,7851.0,0.0,5566.0,0.0410513877868652,5566.0,GILS_cost
random_10_7.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,476.0,206.66,117.16716434223368,13728.144399999996,5387.0,0.115605354309082,6947.0,0.0005028247833251,5387.0,0.0440404415130615,5387.0,GILS_cost
random_10_8.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,553.0,276.74,150.29075952965306,22587.312400000003,6191.0,0.0981204509735107,8802.0,0.0,6191.0,0.036036729812622,6191.0,GILS_cost
random_10_9.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,571.0,251.5,157.89442675408148,24930.65,5275.0,0.0755794048309326,5605.0,0.000502586364746,5275.0,0.039963960647583,5275.0,GILS_cost
random_20_0.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,515.0,225.85,117.62328638496716,13835.2375,14438.0,0.7491190433502197,23258.0,0.002000093460083,14370.0,0.2817728519439697,14370.0,DBMEA_cost
random_20_1.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,564.0,258.095,132.2787056747986,17497.655974999998,18155.0,0.4224748611450195,22263.0,0.0020105838775634,17589.0,0.2487204074859619,17589.0,DBMEA_cost
random_20_2.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,531.0,244.41,130.85099120755638,17121.9819,15561.0,0.3233966827392578,18795.0,0.0020008087158203,15564.0,0.2627966403961181,15561.0,GILS_cost
random_20_3.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,522.0,261.155,139.2278383621609,19384.390975,15691.0,0.5920133590698242,20964.0,0.0020003318786621,15626.0,0.2573170661926269,15626.0,DBMEA_cost
random_20_4.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,629.0,236.155,128.14496078660292,16421.130975,15495.0,0.3971936702728271,18769.0,0.0020008087158203,14972.0,0.2643842697143554,14972.0,DBMEA_cost
random_20_5.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,539.0,229.665,128.53101872699835,16520.222775,12912.0,0.5004794597625732,18198.0,0.0020005702972412,13036.0,0.3148603439331054,12912.0,GILS_cost
random_20_6.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,581.0,261.06,147.53927070444666,21767.8364,18323.0,0.4940330982208252,22766.0,0.0020008087158203,17360.0,0.3040776252746582,17360.0,DBMEA_cost
random_20_7.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,540.0,244.62,128.11598495113716,16413.7056,16156.0,0.6377594470977783,24433.0,0.0020003318786621,16156.0,0.2531526088714599,16156.0,GILS_cost
random_20_8.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,602.0,251.04,132.43246731825244,17538.3584,16576.0,0.3254227638244629,20330.0,0.0020008087158203,17006.0,0.2215745449066162,16576.0,GILS_cost
random_20_9.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,557.0,259.625,133.05620757785036,17703.954375,15870.0,0.4601461887359619,20737.0,0.0020015239715576,15918.0,0.2572312355041504,15870.0,GILS_cost
random_30_0.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,621.0,259.6177777777778,131.91396403024527,17401.29390617284,28591.0,1.0747873783111572,30791.0,0.0065042972564697,28187.0,1.015777587890625,28187.0,DBMEA_cost
random_30_1.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,509.0,235.97333333333333,118.7801300255598,14108.719288888888,27320.0,1.433558225631714,36002.0,0.0065054893493652,27727.0,0.9222815036773682,27320.0,GILS_cost
random_30_2.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,580.0,242.72222222222223,127.54014860495045,16266.48950617284,31882.0,1.0858376026153564,34648.0,0.0050013065338134,31149.0,1.0934343338012695,31149.0,DBMEA_cost
random_30_3.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,632.0,276.4977777777778,141.86855025204596,20126.685550617287,32865.0,1.6275193691253662,41286.0,0.0065114498138427,32587.0,0.7698585987091064,32587.0,DBMEA_cost
random_30_4.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,572.0,236.4711111111111,123.05729581914672,15143.098054320986,29997.0,1.4858989715576172,39277.0,0.0060009956359863,28810.0,1.0374574661254885,28810.0,DBMEA_cost
random_30_5.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,579.0,243.83333333333331,123.84537402207104,15337.676666666666,28346.0,1.4396040439605713,36163.0,0.0065045356750488,28246.0,0.8674290180206299,28246.0,DBMEA_cost
random_30_6.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,573.0,264.02666666666664,133.02998559222152,17696.977066666666,32742.0,1.2389426231384275,38503.0,0.0055129528045654,31680.0,0.9979021549224854,31680.0,DBMEA_cost
random_30_7.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,572.0,258.47777777777776,127.06689644765667,16145.996172839506,29865.0,1.8595025539398196,40923.0,0.0060014724731445,29816.0,0.8930401802062988,29816.0,DBMEA_cost
random_30_8.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,515.0,201.76666666666668,106.48230421582316,11338.48111111111,26130.0,0.952324151992798,29440.0,0.0065164566040039,24237.0,0.8619534969329834,24237.0,DBMEA_cost
random_30_9.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,625.0,249.7577777777778,128.57964758405393,16532.72577283951,27228.0,1.799238920211792,40820.0,0.0055043697357177,25155.0,0.7630395889282227,25155.0,DBMEA_cost
random_40_0.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,580.0,250.1025,126.63525178144512,16036.48699375,48681.0,2.733460664749145,57875.0,0.0135154724121093,46601.0,2.942981481552124,46601.0,DBMEA_cost
random_40_1.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,537.0,245.72375,122.99711352685274,15128.2899359375,45223.0,2.86643385887146,57425.0,0.0145139694213867,41824.0,2.509451389312744,41824.0,DBMEA_cost
random_40_2.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,597.0,247.93125,126.7947219857258,16076.9015234375,46733.0,3.910172939300537,66892.0,0.0140168666839599,46554.0,3.120239496231079,46554.0,DBMEA_cost
random_40_3.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,627.0,254.22875,132.0042193395253,17425.1139234375,50839.0,2.751582622528076,64527.0,0.0140261650085449,46921.0,2.409901857376098,46921.0,DBMEA_cost
random_40_4.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,636.0,268.22125,132.72011828821394,17614.6297984375,50801.0,2.390136241912842,60825.0,0.0145070552825927,49203.0,3.010152578353882,49203.0,DBMEA_cost
random_40_5.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,607.0,259.4975,129.45151599633743,16757.694993750003,46200.0,3.122889280319214,67425.0,0.0145061016082763,47100.0,2.138277769088745,46200.0,GILS_cost
random_40_6.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,550.0,248.8425,122.58360491415644,15026.740193750002,48682.0,2.470571517944336,67306.0,0.0145075321197509,47229.0,3.1507067680358887,47229.0,DBMEA_cost
random_40_7.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,591.0,271.6575,133.54412264772267,17834.03269375,53346.0,2.68898344039917,63319.0,0.0145268440246582,48579.0,2.6080288887023926,48579.0,DBMEA_cost
random_40_8.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,588.0,256.90875,126.966877268985,16120.5879234375,45373.0,3.435960292816162,62971.0,0.014514684677124,44959.0,2.5929229259490967,44959.0,DBMEA_cost
random_40_9.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,586.0,262.0575,130.39901914412548,17003.90419375,42689.0,2.4636945724487305,56977.0,0.0140254497528076,42482.0,2.1313257217407227,42482.0,DBMEA_cost
random_50_0.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,626.0,255.4296,132.05189981155135,17437.70424384,59056.0,4.776275157928467,84432.0,0.0270659923553466,58111.0,5.847266435623169,58111.0,DBMEA_cost
random_50_1.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,606.0,261.7816,129.95720334571686,16888.87470144,67646.0,4.561665296554565,83402.0,0.027029275894165,64843.0,5.094521522521973,64843.0,DBMEA_cost
random_50_2.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,612.0,235.516,122.64132478084213,15040.894544,65034.0,4.832793951034546,87616.0,0.0275390148162841,59883.0,5.618360996246338,59883.0,DBMEA_cost
random_50_3.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,572.0,241.092,122.902889860247,15105.120336000002,61825.0,4.27149224281311,85649.0,0.0271563529968261,63014.0,6.524445533752441,61825.0,GILS_cost
random_50_4.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,643.0,242.1736,122.72175790396746,15060.62986304,65509.0,6.118112087249756,86533.0,0.0278925895690917,60521.0,6.057598829269409,60521.0,DBMEA_cost
random_50_5.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,608.0,265.3368,131.61840359828105,17323.40416576,67656.0,5.569552898406982,84427.0,0.0265233516693115,65200.0,5.935321807861328,65200.0,DBMEA_cost
random_50_6.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,665.0,255.112,128.14159143697256,16420.267456,70371.0,5.246710538864136,94525.0,0.0280365943908691,67545.0,7.2336649894714355,67545.0,DBMEA_cost
random_50_7.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,558.0,223.3264,116.85255265949478,13654.51906304,58813.0,5.261966228485107,81939.0,0.0269584655761718,58391.0,5.360777139663696,58391.0,DBMEA_cost
random_50_8.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,612.0,256.3072,125.43774243886884,15734.62722816,65769.0,3.986534357070923,78182.0,0.0275330543518066,62079.0,5.738337516784668,62079.0,DBMEA_cost
random_50_9.tsp,50,1275,0.0392156862745098,25.5,1.0408163265306123,0.0,623.0,258.6504,127.81999287998728,16337.95057984,68064.0,5.2194983959198,93133.0,0.0275356769561767,66787.0,5.368332624435425,66787.0,DBMEA_cost
random_60_0.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,620.0,271.2994444444444,135.08557699030075,18248.11311080247,96803.0,8.783329963684082,123906.0,0.0482192039489746,91714.0,8.835944175720215,91714.0,DBMEA_cost
random_60_1.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,656.0,264.1738888888889,130.26426680828004,16968.779207098767,97938.0,7.317185163497925,122575.0,0.0455601215362548,92566.0,9.042350053787231,92566.0,DBMEA_cost
random_60_2.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,599.0,254.67666666666668,124.9506743123506,15612.671011111112,95758.0,7.489115715026855,132214.0,0.0464732646942138,91862.0,9.960541725158691,91862.0,DBMEA_cost
random_60_3.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,631.0,263.99611111111113,131.54071396081514,17302.95942932099,86049.0,10.133267641067505,129336.0,0.0465469360351562,81094.0,8.38442063331604,81094.0,DBMEA_cost
random_60_4.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,590.0,264.1505555555556,128.30559916647883,16462.326777469134,94169.0,7.459946870803833,128995.0,0.0492300987243652,90553.0,9.195902824401855,90553.0,DBMEA_cost
random_60_5.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,600.0,258.8561111111111,126.44593867380148,15988.575407098766,92507.0,9.182018041610718,122182.0,0.0475456714630126,84558.0,8.604669332504272,84558.0,DBMEA_cost
random_60_6.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,677.0,270.6838888888889,134.3170402294052,18041.067295987654,93972.0,8.38266921043396,125278.0,0.0465493202209472,94351.0,8.647951364517212,93972.0,GILS_cost
random_60_7.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,609.0,240.01111111111112,120.27808006120598,14466.816543209878,88214.0,6.841705560684204,115850.0,0.0469844341278076,87910.0,8.675896883010864,87910.0,DBMEA_cost
random_60_8.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,678.0,239.1761111111111,120.58562004921782,14540.891762654324,91249.0,8.336892366409302,118752.0,0.047548770904541,86803.0,10.507436990737917,86803.0,DBMEA_cost
random_60_9.tsp,60,1830,0.0327868852459016,30.5,1.0338983050847457,0.0,673.0,254.12833333333333,128.24189243379092,16445.982975,84643.0,7.421083211898804,125099.0,0.0465540885925293,85716.0,9.194000005722046,84643.0,GILS_cost
random_70_0.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,666.0,271.72,133.3862642011951,17791.89547755102,112918.0,14.133095264434814,160127.0,0.0735771656036377,108972.0,15.342331886291504,108972.0,DBMEA_cost
random_70_1.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,617.0,268.9371428571429,132.79863584251402,17635.47768163265,109843.0,13.501574754714966,174404.0,0.0720839500427246,109336.0,19.25619649887085,109336.0,DBMEA_cost
random_70_2.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,622.0,253.8930612244898,127.67297827036396,16300.389380424826,113262.0,11.605632066726685,171060.0,0.0736012458801269,109476.0,18.910083055496216,109476.0,DBMEA_cost
random_70_3.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,668.0,272.47591836734694,134.44953697020878,18076.67799150354,107722.0,15.408621311187744,189628.0,0.0720882415771484,104273.0,13.870874404907228,104273.0,DBMEA_cost
random_70_4.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,662.0,248.19755102040816,122.27626529800044,14951.485055226987,112054.0,14.04550552368164,158688.0,0.0735740661621093,110602.0,15.673139572143556,110602.0,DBMEA_cost
random_70_5.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,611.0,239.14163265306124,118.81381740141887,14116.723205497708,107544.0,12.18086862564087,158143.0,0.0725657939910888,106967.0,20.913184642791748,106967.0,DBMEA_cost
random_70_6.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,618.0,271.53877551020406,130.14241934429504,16937.049312786337,119947.0,12.111984968185425,194386.0,0.0730996131896972,119499.0,18.986730575561523,119499.0,DBMEA_cost
random_70_7.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,597.0,250.83591836734692,125.25197792920083,15688.057975177013,107003.0,14.599049091339111,150014.0,0.0741171836853027,107294.0,20.79347276687622,107003.0,GILS_cost
random_70_8.tsp,70,2485,0.028169014084507,35.5,1.0289855072463767,0.0,612.0,240.70244897959185,120.13810774595215,14433.164932778009,111275.0,16.279616355895996,169429.0,0.0740818977355957,105990.0,17.184031009674072,105990.0,DBMEA_cost
