file,n,m,ratio1,ratio2,density,min,max,mean,std,var,GILS_cost,GILS_time,GRASP_cost,GRASP_time,DBMEA_cost,DBMEA_time,Min_val,Min_col,min_method
att48.tsp,48,1176,0.0408163265306122,24.5,1.0425531914893618,0.0,2662.0,1017.5598958333334,627.5984137822,393879.7689819336,226229.0,6.474685430526733,301702.0,0.0260190963745117,207771.0,5.288543462753296,0,,DBMEA_cost
berlin52.tsp,52,1378,0.0377358490566037,26.5,1.03921568627451,0.0,1716.0,564.1886094674556,345.72205216830304,119523.73735546286,145419.0,6.054586887359619,191072.0,0.0315332412719726,143278.0,5.374160051345825,0,,DBMEA_cost
brazil58.tsp,58,1711,0.0338983050847457,29.5,1.0350877192982455,0.0,8700.0,2094.9143876337694,1426.139588485403,2033874.1258453147,532454.0,8.013889074325562,709540.0,0.0434129238128662,535150.0,9.045839548110962,0,,GILS_cost
burma14.tsp,14,105,0.1333333333333333,7.5,1.1538461538461535,1.0,1261.0,442.6122448979592,272.51147261575125,74262.50270720533,16457.0,0.1562180519104004,18393.0,0.0010004043579101,16457.0,0.0820722579956054,0,,GRASP_time
dantzig42.tsp,42,903,0.0465116279069767,21.5,1.048780487804878,0.0,192.0,72.29591836734694,43.48158529750573,1890.6482599842657,12392.0,2.579336166381836,14523.0,0.0160441398620605,12256.0,3.3250982761383057,0,,DBMEA_cost
eil101.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,92.0,33.58023723164396,16.613750975647413,276.01672148082537,30309.0,33.69247031211853,44847.0,0.224252700805664,30402.0,77.14104986190796,0,,GILS_cost
eil51.tsp,51,1326,0.0384615384615384,26.0,1.04,0.0,86.0,31.76086120722799,15.586857204726323,242.9501175205289,10538.0,4.445834636688232,12622.0,0.0305237770080566,10122.0,6.820752143859863,0,,DBMEA_cost
eil76.tsp,76,2926,0.0259740259740259,38.5,1.0266666666666666,0.0,85.0,32.759349030470915,16.107539265290864,259.4528211828869,19220.0,15.806304931640623,26419.0,0.0976178646087646,19134.0,24.625105381011963,0,,DBMEA_cost
gr48.tsp,48,1176,0.0408163265306122,24.5,1.0425531914893618,0.0,1083.0,428.76649305555554,219.69222905972143,48264.67550922912,103651.0,3.9509339332580566,141005.0,0.0240821838378906,106126.0,3.431821823120117,0,,GILS_cost
gr96.tsp,96,4656,0.0206185567010309,48.5,1.0210526315789474,1.0,9850.0,3821.365234375,1984.4914186273488,3938206.1906055873,2211194.0,31.375903606414795,3652290.0,0.1980652809143066,2315493.0,40.68095803260803,0,,GILS_cost
hk48.tsp,48,1176,0.0408163265306122,24.5,1.0425531914893618,0.0,2734.0,1001.5486111111112,592.2699017558201,350783.6365258488,234801.0,4.496325969696045,285599.0,0.0255353450775146,245749.0,5.451887607574463,0,,GILS_cost
kroA100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4150.0,1693.5934,927.2014221712776,859702.47727644,1070206.0,44.28989577293396,1903677.0,0.2182133197784423,1054304.0,76.48229765892029,0,,DBMEA_cost
kroB100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4167.0,1670.6668,923.7124928124337,853244.76937776,1118817.0,46.88641977310181,2029719.0,0.211301565170288,1032121.0,58.52865815162659,0,,DBMEA_cost
kroC100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4187.0,1683.5478,921.8353994695364,849780.50371516,1092884.0,43.61227202415466,1928694.0,0.2107279300689697,1010140.0,66.87041068077087,0,,DBMEA_cost
kroD100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4028.0,1614.793,877.9926378683366,770871.072151,1100068.0,43.36691927909851,2019253.0,0.2172334194183349,1031287.0,66.87906384468079,0,,DBMEA_cost
kroE100.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,4138.0,1714.8328,944.728761097152,892512.4320441599,1067892.0,50.3630895614624,2037197.0,0.2097222805023193,1062846.0,62.90598011016846,0,,DBMEA_cost
lin105.tsp,105,5565,0.0188679245283018,53.0,1.0192307692307692,0.0,3189.0,1166.136961451247,677.3723188461915,458833.2583390665,675995.0,34.05562734603882,1194536.0,0.2420289516448974,705856.0,71.41003775596619,0,,GILS_cost
mod_att48.tsp,49,1225,0.04,25.0,1.0416666666666667,0.0,44444.0,2695.0903790087464,8246.357104804112,68002405.49995326,275906.0,6.635325908660889,372743.0,0.0255322456359863,265796.0,7.369806528091431,0,,DBMEA_cost
mod_berlin52.tsp,53,1431,0.037037037037037,27.0,1.0384615384615383,0.0,141271.0,5744.385190459238,26422.116693610024,698128250.5707455,297560.0,5.956643104553223,349353.0,0.0316548347473144,292671.0,5.542080879211426,0,,DBMEA_cost
mod_burma14.tsp,15,120,0.125,8.0,1.1428571428571428,1.0,14029.0,2047.64,4272.532063121353,18254530.2304,32810.0,0.1924519538879394,35393.0,0.0010004043579101,33071.0,0.0965476036071777,0,,GILS_cost
mod_eil101.tsp,102,5253,0.0194174757281553,51.5,1.0198019801980198,0.0,1406.0,59.401191849288736,184.2805485955028,33959.32059065946,33322.0,35.09529232978821,47644.0,0.2232391834259033,32520.0,75.962229013443,0,,DBMEA_cost
mod_eil51.tsp,52,1378,0.0377358490566037,26.5,1.03921568627451,0.0,1405.0,81.87352071005917,253.65531487887813,64341.01876630281,12577.0,4.31977105140686,14380.0,0.0305244922637939,12306.0,7.149182081222534,0,,DBMEA_cost
mod_eil76.tsp,77,3003,0.0256410256410256,39.0,1.0263157894736843,0.0,1399.0,66.7589812784618,210.26218787801,44210.18765124759,21067.0,15.847935199737549,27892.0,0.1006219387054443,20560.0,23.675825119018555,0,,DBMEA_cost
mod_gr96.tsp,97,4753,0.0204081632653061,49.0,1.0208333333333333,1.0,14025.0,3957.8653416941215,2201.669974889056,4847350.678327976,2303370.0,33.55856776237488,3962806.0,0.1927237510681152,2367461.0,38.13759350776672,0,,GILS_cost
mod_kroA100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141277.0,4390.3462405646505,19093.64469947324,364567267.9097224,1225730.0,46.038737773895264,2152375.0,0.2168233394622802,1224693.0,77.14578604698181,0,,DBMEA_cost
mod_kroB100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141320.0,4366.089991177336,19084.078980223752,364202070.52341807,1261618.0,49.00820469856262,2226265.0,0.2180593013763427,1310492.0,61.264394998550415,0,,GILS_cost
mod_kroC100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141395.0,4382.6850308793255,19110.256263455907,365201894.45495576,1262474.0,34.45268368721008,2088618.0,0.2222208976745605,1258274.0,76.32413244247437,0,,DBMEA_cost
mod_kroD100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141208.0,4316.144691696893,19123.7448207936,365717615.9708298,1256498.0,38.85083961486816,2175523.0,0.2159709930419922,1271251.0,69.12156581878662,0,,GILS_cost
mod_kroE100.tsp,101,5151,0.0196078431372549,51.0,1.02,0.0,141277.0,4410.90951867464,19089.76125175749,364418984.6491017,1260413.0,49.1514790058136,2309998.0,0.461771011352539,1299854.0,65.90412926673889,0,,GILS_cost
mod_lin105.tsp,106,5671,0.0186915887850467,53.5,1.019047619047619,0.0,141325.0,3760.1495194019226,18809.230309617364,353787144.8402285,828646.0,36.85026240348816,1368192.0,0.2542247772216797,891887.0,69.89092063903809,0,,GILS_cost
mod_pr107.tsp,108,5886,0.018348623853211,54.5,1.0186915887850467,0.0,132200.0,7587.617283950617,16641.118402988843,276926821.7022939,2298171.0,49.94424915313721,4356131.0,0.2644596099853515,2333166.0,64.51802110671997,0,,GILS_cost
mod_pr76.tsp,77,3003,0.0256410256410256,39.0,1.0263157894736843,0.0,140715.0,10578.913476134256,19650.864305106235,386156467.9376983,3738172.0,14.904951095581056,5687786.0,0.0976319313049316,4267254.0,25.80138349533081,0,,GILS_cost
mod_rat99.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,1406.0,108.2848,176.42795041874743,31126.821688960004,63993.0,31.700262308120728,99191.0,0.2127726078033447,64328.0,72.22724914550781,0,,GILS_cost
mod_st70.tsp,71,2556,0.0277777777777777,36.0,1.0285714285714285,0.0,1403.0,87.27117635389804,213.14910374868603,45432.54042886813,25201.0,16.0758216381073,35934.0,0.075700044631958,24686.0,15.771074056625366,0,,DBMEA_cost
pr107.tsp,107,5778,0.0185185185185185,54.0,1.018867924528302,0.0,10691.0,5353.732203685911,3134.1516036546373,9822906.274690934,2113117.0,46.112234115600586,4091497.0,0.2660596370697021,2188050.0,60.45160079002381,0,,GILS_cost
pr76.tsp,76,2926,0.0259740259740259,38.5,1.0266666666666666,0.0,22674.0,7459.237534626039,3982.505723662762,15860351.839006666,3466012.0,12.177507638931274,5131147.0,0.0950965881347656,3715885.0,22.70819664001465,0,,GILS_cost
random_100_0.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,645.0,251.964,121.29356250024156,14712.128304000002,199443.0,38.02773690223694,343833.0,0.2137091159820556,193832.0,67.89569044113159,0,,DBMEA_cost
random_100_1.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,653.0,261.6642,125.9465896257616,15862.54343836,191675.0,47.25315523147583,338273.0,0.2122659683227539,179287.0,70.39653182029724,0,,DBMEA_cost
random_100_2.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,610.0,253.213,122.41019904811854,14984.256831,191650.0,37.48313283920288,319186.0,0.2124323844909668,187390.0,73.69952845573425,0,,DBMEA_cost
random_100_3.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,676.0,265.8194,130.13763169675406,16935.803183640004,197804.0,31.77650046348572,318863.0,0.2117538452148437,190321.0,71.80225682258606,0,,DBMEA_cost
random_100_4.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,623.0,258.5526,124.01530886644602,15379.796833240003,186810.0,37.75858783721924,340719.0,0.2117507457733154,189495.0,69.92271280288696,0,,GILS_cost
random_100_5.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,635.0,248.6112,121.85830802436082,14849.44723456,197788.0,34.089958906173706,325912.0,0.2130312919616699,189798.0,63.9948468208313,0,,DBMEA_cost
random_100_6.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,649.0,283.3196,135.7672473604735,18432.74545584,203193.0,33.0801465511322,319264.0,0.2097065448760986,200232.0,52.40556645393372,0,,DBMEA_cost
random_100_7.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,655.0,266.254,128.9432289187765,16626.356284,194358.0,37.59553003311157,291695.0,0.2162482738494873,187703.0,62.71569561958313,0,,DBMEA_cost
random_100_8.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,677.0,267.9704,131.69014057187425,17342.293123839998,198252.0,39.41764283180237,326676.0,0.2117364406585693,196737.0,60.39082169532776,0,,DBMEA_cost
random_100_9.tsp,100,5050,0.0198019801980198,50.5,1.02020202020202,0.0,618.0,256.4242,123.96363924296512,15366.98385436,195801.0,44.00591206550598,331554.0,0.2135164737701416,183864.0,68.16908621788025,0,,DBMEA_cost
random_10_0.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,481.0,220.3,131.50091254436222,17292.49,5118.0,0.0897662639617919,6067.0,0.0,5118.0,0.0373623371124267,0,,GRASP_time
random_10_1.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,541.0,262.42,157.31320224316838,24747.4436,5093.0,0.0610702037811279,5093.0,0.0,5093.0,0.0460224151611328,0,,GRASP_time
random_10_2.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,455.0,240.04,138.01868858962544,19049.1584,5313.0,0.084111213684082,7487.0,0.0,5313.0,0.0455436706542968,0,,GRASP_time
random_10_3.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,519.0,252.24,148.09815123761675,21933.0624,6001.0,0.128577709197998,9599.0,0.0,6001.0,0.053556203842163,0,,GRASP_time
random_10_4.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,500.0,220.76,127.21942618955644,16184.7824,5650.0,0.0755989551544189,6255.0,0.0,5650.0,0.0455608367919921,0,,GRASP_time
random_10_5.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,504.0,246.16,139.66837294104917,19507.2544,5818.0,0.1156141757965087,7504.0,0.0,5818.0,0.0390295982360839,0,,GRASP_time
random_10_6.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,511.0,220.12,125.22310329967073,15680.8256,5566.0,0.1166017055511474,7851.0,0.0,5566.0,0.0410513877868652,0,,GRASP_time
random_10_7.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,476.0,206.66,117.16716434223368,13728.144399999996,5387.0,0.115605354309082,6947.0,0.0005028247833251,5387.0,0.0440404415130615,0,,GRASP_time
random_10_8.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,553.0,276.74,150.29075952965306,22587.312400000003,6191.0,0.0981204509735107,8802.0,0.0,6191.0,0.036036729812622,0,,GRASP_time
random_10_9.tsp,10,55,0.1818181818181818,5.5,1.2222222222222223,0.0,571.0,251.5,157.89442675408148,24930.65,5275.0,0.0755794048309326,5605.0,0.000502586364746,5275.0,0.039963960647583,0,,GRASP_time
random_20_0.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,515.0,225.85,117.62328638496716,13835.2375,14438.0,0.7491190433502197,23258.0,0.002000093460083,14370.0,0.2817728519439697,0,,DBMEA_cost
random_20_1.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,564.0,258.095,132.2787056747986,17497.655974999998,18155.0,0.4224748611450195,22263.0,0.0020105838775634,17589.0,0.2487204074859619,0,,DBMEA_cost
random_20_2.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,531.0,244.41,130.85099120755638,17121.9819,15561.0,0.3233966827392578,18795.0,0.0020008087158203,15564.0,0.2627966403961181,0,,GILS_cost
random_20_3.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,522.0,261.155,139.2278383621609,19384.390975,15691.0,0.5920133590698242,20964.0,0.0020003318786621,15626.0,0.2573170661926269,0,,DBMEA_cost
random_20_4.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,629.0,236.155,128.14496078660292,16421.130975,15495.0,0.3971936702728271,18769.0,0.0020008087158203,14972.0,0.2643842697143554,0,,DBMEA_cost
random_20_5.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,539.0,229.665,128.53101872699835,16520.222775,12912.0,0.5004794597625732,18198.0,0.0020005702972412,13036.0,0.3148603439331054,0,,GILS_cost
random_20_6.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,581.0,261.06,147.53927070444666,21767.8364,18323.0,0.4940330982208252,22766.0,0.0020008087158203,17360.0,0.3040776252746582,0,,DBMEA_cost
random_20_7.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,540.0,244.62,128.11598495113716,16413.7056,16156.0,0.6377594470977783,24433.0,0.0020003318786621,16156.0,0.2531526088714599,0,,GRASP_time
random_20_8.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,602.0,251.04,132.43246731825244,17538.3584,16576.0,0.3254227638244629,20330.0,0.0020008087158203,17006.0,0.2215745449066162,0,,GILS_cost
random_20_9.tsp,20,210,0.0952380952380952,10.5,1.105263157894737,0.0,557.0,259.625,133.05620757785036,17703.954375,15870.0,0.4601461887359619,20737.0,0.0020015239715576,15918.0,0.2572312355041504,0,,GILS_cost
random_30_0.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,621.0,259.6177777777778,131.91396403024527,17401.29390617284,28591.0,1.0747873783111572,30791.0,0.0065042972564697,28187.0,1.015777587890625,0,,DBMEA_cost
random_30_1.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,509.0,235.97333333333333,118.7801300255598,14108.719288888888,27320.0,1.433558225631714,36002.0,0.0065054893493652,27727.0,0.9222815036773682,0,,GILS_cost
random_30_2.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,580.0,242.72222222222223,127.54014860495045,16266.48950617284,31882.0,1.0858376026153564,34648.0,0.0050013065338134,31149.0,1.0934343338012695,0,,DBMEA_cost
random_30_3.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,632.0,276.4977777777778,141.86855025204596,20126.685550617287,32865.0,1.6275193691253662,41286.0,0.0065114498138427,32587.0,0.7698585987091064,0,,DBMEA_cost
random_30_4.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,572.0,236.4711111111111,123.05729581914672,15143.098054320986,29997.0,1.4858989715576172,39277.0,0.0060009956359863,28810.0,1.0374574661254885,0,,DBMEA_cost
random_30_5.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,579.0,243.8333333333333,123.84537402207104,15337.676666666666,28346.0,1.4396040439605713,36163.0,0.0065045356750488,28246.0,0.8674290180206299,0,,DBMEA_cost
random_30_6.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,573.0,264.02666666666664,133.02998559222152,17696.977066666666,32742.0,1.2389426231384275,38503.0,0.0055129528045654,31680.0,0.9979021549224854,0,,DBMEA_cost
random_30_7.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,572.0,258.47777777777776,127.06689644765667,16145.996172839506,29865.0,1.85950255393982,40923.0,0.0060014724731445,29816.0,0.8930401802062988,0,,DBMEA_cost
random_30_8.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,515.0,201.76666666666668,106.48230421582316,11338.48111111111,26130.0,0.952324151992798,29440.0,0.0065164566040039,24237.0,0.8619534969329834,0,,DBMEA_cost
random_30_9.tsp,30,465,0.064516129032258,15.5,1.0689655172413792,0.0,625.0,249.7577777777778,128.57964758405393,16532.72577283951,27228.0,1.799238920211792,40820.0,0.0055043697357177,25155.0,0.7630395889282227,0,,DBMEA_cost
random_40_0.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,580.0,250.1025,126.63525178144512,16036.48699375,48681.0,2.733460664749145,57875.0,0.0135154724121093,46601.0,2.942981481552124,0,,DBMEA_cost
random_40_1.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,537.0,245.72375,122.99711352685274,15128.2899359375,45223.0,2.86643385887146,57425.0,0.0145139694213867,41824.0,2.509451389312744,0,,DBMEA_cost
random_40_2.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,597.0,247.93125,126.7947219857258,16076.9015234375,46733.0,3.910172939300537,66892.0,0.0140168666839599,46554.0,3.120239496231079,0,,DBMEA_cost
random_40_3.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,627.0,254.22875,132.0042193395253,17425.1139234375,50839.0,2.751582622528076,64527.0,0.0140261650085449,46921.0,2.409901857376098,0,,DBMEA_cost
random_40_4.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,636.0,268.22125,132.72011828821394,17614.6297984375,50801.0,2.390136241912842,60825.0,0.0145070552825927,49203.0,3.010152578353882,0,,DBMEA_cost
random_40_5.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,607.0,259.4975,129.45151599633743,16757.694993750003,46200.0,3.122889280319214,67425.0,0.0145061016082763,47100.0,2.138277769088745,0,,GILS_cost
random_40_6.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,550.0,248.8425,122.58360491415644,15026.740193750002,48682.0,2.470571517944336,67306.0,0.0145075321197509,47229.0,3.1507067680358887,0,,DBMEA_cost
random_40_7.tsp,40,820,0.048780487804878,20.5,1.051282051282051,0.0,591.0,271.6575,133.54412264772267,17834.03269375,53346.0,2.68898344039917,63319.0,0.0145268440246582,48579.0,2.6080288887023926,0,,DBMEA_cost
